Phrase,Frequency
suggest,29
thus,29
vehicle,29
behaviour,28
deter,28
gravity,28
performance,28
res,28
sensing,28
sp,28
usage,28
weather,28
address,27
assess,27
critical,27
current,27
elderly,27
em,27
gap,27
general,27
graph,27
interactions,27
market,27
novel,27
present,27
provides,27
real,27
recent,27
sub,27
taxi,27
variations,27
vehicles,27
affected,26
aims,26
attention,26
average,26
care,26
collected,26
comprehensive,26
considering,26
consumption,26
electric,26
essential,26
examine,26
gps,26
home,26
increasing,26
literature,26
map,26
media,26
point,26
pollution,26
towards,26
weighted,26
crucial,25
day,25
heat,25
improve,25
indicate,25
leisure,25
live,25
origin destination,25
place,25
processes,25
rapid,25
revealed,25
short,25
walking,25
analyzed,24
capture,24
challenges,24
children,24
conducted,24
employment,24
importance,24
integrated,24
interest,24
main,24
needs,24
predict,24
promoting,24
settlements,24
statistical,24
structures,24
administrative,23
av,23
census,23
diverse,23
evaluate,23
find,23
four,23
landscape,23
lower,23
negative,23
neighborhoods,23
observed,23
preferences,23
school,23
second,23
theory,23
workers,23
years,23
although,22
approaches,22
benefits,22
business,22
demonstrate,22
ecological,22
effective,22
estimation,22
evaluation,22
ex,22
five,22
gi,22
intensity,22
justice,22
logistics,22
movements,22
part,22
pre,22
similar,22
step,22
sustainability,22
therefore,22
traditional,22
travel behavior,22
un,22
adults,21
allocation,21
bikes,21
chinese,21
concept,21
effectively,21
furthermore,21
governance,21
household,21
influencing,21
inform,21
issues,21
mega,21
moreover,21
move,21
practices,21
previous,21
problem,21
range,21
relationships,21
river,21
status,21
suburban,21
towns,21
ty,21
view,21
affect,20
along,20
behaviors,20
character,20
classification,20
commuter,20
con,20
consider,20
contribute,20
cycling,20
driven,20
emissions,20
energy,20
entropy,20
evidence,20
experience,20
floating,20
hot,20
issue,20
lack,20
machine,20
mapping,20
optimization,20
particular,20
particularly,20
passenger,20
perceptions,20
period,20
positive,20
purposes,20
qu,20
remote,20
riders,20
source,20
sources,20
streets,20
suggests,20
tourist,20
user,20
vital,20
zone,20
applications,19
around,19
aspects,19
charging,19
child,19
congestion,19
constructed,19
construction,19
core,19
cost,19
countries,19
deep,19
destinations,19
events,19
exhibit,19
extreme,19
frequency,19
holidays,19
implementation,19
indicators,19
industrial,19
internal,19
investigates,19
ir,19
mainly,19
nodes,19
older,19
park,19
physical activity,19
points,19
poly,19
populations,19
private,19
purpose,19
shanghai,19
still,19
term,19
trends,19
units,19
valid,19
walk,19
according,18
anal,18
analyses,18
assessment,18
become,18
capital,18
centers,18
certain,18
conceptual,18
control,18
coverage,18
decision,18
dimensions,18
elements,18
experiments,18
explores,18
family,18
ff,18
geographically,18
given,18
greater,18
images,18
increased,18
increasingly,18
jobs,18
large scale,18
last,18
metric,18
mining,18
minute,18
mod,18
need,18
oriented,18
places,18
pm,18
providing,18
reflect,18
regarding,18
scenarios,18
self,18
several,18
share,18
socio economic,18
spat temporal,18
times,18
trend,18
vulnerable,18
account,17
adoption,17
aggregate,17
association,17
available,17
center,17
constraints,17
costs,17
cultural,17
develop,17
distributed,17
effectiveness,17
examined,17
example,17
experiences,17
extract,17
forms,17
help,17
identification,17
identifying,17
integrating,17
light,17
linear,17
measure,17
national,17
offers,17
order,17
parameters,17
proposes,17
relevant,17
relocation,17
rural settlements,17
transition,17
utilization,17
volume,17
winter,17
york,17
card,16
close,16
considered,16
decisions,16
defined,16
degree,16
despite,16
enhance,16
evolution,16
highly,16
influences,16
informal,16
intervention,16
investigated,16
leading,16
migrant,16
neighbourhood,16
optimal,16
outcomes,16
perspectives,16
primary,16
problems,16
resolution,16
reveals,16
settings,16
since,16
states,16
travel demand,16
us,16
values,16
yet,16
accuracy,15
bi,15
capacity,15
cars,15
co pan,15
complement,15
counter,15
crime,15
determine,15
digital,15
dock,15
education,15
estimate,15
examines,15
feature,15
flood,15
geography,15
inhabitants,15
investigate,15
least,15
like,15
likely,15
little,15
means,15
medium,15
peak,15
periods,15
power,15
promote,15
question,15
reduce,15
smart card,15
spread,15
stay,15
targeted,15
united,15
vulnerability,15
would,15
year,15
achieve,14
amenities,14
availability,14
borders,14
connections,14
contributes,14
days,14
delta,14
demands,14
district,14
efficient,14
emerged,14
even,14
extracted,14
field,14
flux,14
force,14
frequent,14
highlights,14
implemented,14
interventions,14
larger,14
maps,14
men,14
mile,14
mobility network,14
path,14
planners,14
presents,14
quantitative,14
rec,14
remains,14
resource,14
river delta,14
scales,14
scientific,14
selected,14
settlement,14
socio demographic,14
supply,14
taking,14
tend,14
total,14
unique,14
united states,14
valuable,14
way,14
ways,14
western,14
active mobility,13
agent,13
bicycle,13
clusters,13
contexts,13
course,13
crowd,13
del,13
dense,13
designed,13
distances,13
driving,13
efficiency,13
en,13
ethnic,13
expansion,13
fine,13
fully,13
generate,13
geo networks,13
hierarchical,13
hierarchy,13
hollow,13
image,13
improved,13
internal migration,13
international,13
jobs housing,13
labor,13
led,13
located,13
macro,13
made,13
makers,13
might,13
million,13
mit,13
mode choice,13
nature,13
necessary,13
obtain,13
online,13
participants,13
passengers,13
perception,13
play,13
reduced,13
remote sensing,13
rental,13
road network,13
santiago,13
satisfaction,13
segment,13
selection,13
static,13
strongly,13
structural,13
studying,13
taxi trajectory,13
temperature,13
twitter,13
type,13
variation,13
visitors,13
accurately,12
actual,12
air pollution,12
allow,12
analytical,12
analyzing,12
application,12
balance,12
basis,12
combined,12
complexity,12
detect,12
emerging,12
employing,12
environmental justice,12
epidemic,12
established,12
everyday,12
expected,12
experienced,12
explored,12
focused,12
free,12
great,12
green spaces,12
human activity,12
identifies,12
include,12
individual mobility,12
influenced,12
inter migration,12
job,12
km,12
lead,12
leads,12
log,12
micro mobility,12
migrant workers,12
moving,12
natural,12
net,12
noise,12
obtained,12
open,12
prior,12
provided,12
representation,12
researchers,12
rev,12
review,12
rhythms,12
series,12
south,12
specifically,12
st,12
strong,12
studied,12
taxis,12
techniques,12
territorial,12
travelers,12
via,12
visitation,12
aggregation,11
approximately,11
assessing,11
autonomous,11
bike share,11
citizens,11
combines,11
compare,11
construct,11
crashes,11
cross,11
demonstrates,11
den,11
determined,11
direct,11
direction,11
disease,11
downtown,11
drawing,11
eastern,11
electric vehicles,11
end,11
extraction,11
generation,11
geographically weighted,11
gin,11
grid,11
homeless,11
hs,11
human activities,11
improving,11
incorporating,11
industry,11
intercity travel,11
largely,11
last mile,11
matrix,11
measurements,11
mexico,11
middle,11
month,11
near,11
older adults,11
paid,11
personal,11
possible,11
practical,11
presence,11
proportion,11
recent years,11
revealing,11
route,11
rural mobility,11
scaling,11
seismic,11
sequence,11
shape,11
shenzhen,11
size,11
small towns,11
subway,11
temperatures,11
thereby,11
tracking,11
transformation,11
transmission,11
travel behaviors,11
uneven,11
ur,11
useful,11
whereas,11
whether,11
accurate,10
addressing,10
age groups,10
aim,10
alternative,10
analytics,10
app,10
ar,10
art,10
bay,10
block,10
boundaries,10
business environment,10
changing,10
coefficient,10
collective,10
combination,10
commercial,10
compact,10
comparative,10
comparison,10
composition,10
concentrated,10
configuration,10
confirmed,10
consequences,10
conventional,10
corresponding,10
cr,10
crisis,10
de,10
dependent,10
describe,10
developments,10
differentiation,10
disc,10
early,10
employed,10
era,10
estimated,10
following,10
hand,10
hour,10
hurricane,10
inclusive,10
increases,10
inner,10
life course,10
location ir,10
make,10
markets,10
mobility across,10
modelling,10
neighbourhoods,10
north,10
outdoor,10
outside,10
perceived,10
performed,10
phenomenon,10
platforms,10
presented,10
primarily,10
production,10
province,10
radius,10
random,10
rate,10
rates,10
rather,10
real world,10
records,10
relative,10
robust,10
sc sharing,10
set,10
shifts,10
signaling,10
soil,10
sound,10
stress,10
suburbs,10
surface,10
systematic,10
tool,10
trans,10
transportation diversity,10
traveling,10
underlying,10
upward,10
vary,10
vegetables,10
weighted regression,10
academic,9
ad,9
addresses,9
adopt,9
advanced,9
anomaly,9
apply,9
attractive,9
australia,9
barcelona,9
beyond,9
bin,9
burden,9
canal,9
captures,9
carried,9
cases,9
characterized,9
cheng,9
choices,9
combining,9
conduct,9
connected,9
contrast,9
coordination,9
correlated,9
country,9
create,9
decades,9
demographics,9
demonstrated,9
derived,9
detected,9
discussed,9
displacement,9
distinct,9
dock bike,9
efforts,9
emerge,9
evaluated,9
examining,9
experiencing,9
extent,9
facilitate,9
focuses,9
food,9
forest,9
guangzhou,9
heat exposure,9
highest,9
highlight,9
highlighting,9
hong,9
hong kong,9
india,9
integrate,9
interactive,9
island,9
kong,9
law,9
leverage,9
lifestyle,9
linked,9
match,9
measuring,9
meta,9
metals,9
mis,9
mobility flows,9
monthly,9
nationwide,9
negative bin,9
opt,9
passenger flow,9
past,9
paulo,9
platform,9
point interest,9
provinces,9
psychological,9
push,9
radiation,9
random forest,9
ranging,9
recognition,9
red,9
relations,9
relatively,9
residence,9
resistance,9
resulting,9
rich,9
rise,9
road networks,9
rural rev,9
satellite,9
scenario,9
science,9
sector,9
semi,9
sex,9
shaped,9
shared mobility,9
shopping,9
short term,9
significance,9
six,9
sl,9
stable,9
stage,9
statistics,9
surveys,9
technologies,9
theoretical,9
throughout,9
travel mode,9
understanding human,9
usually,9
villages,9
working,9
yang,9
yang river,9
ab,8
activity zones,8
adopted,8
agents,8
algorithms,8
american,8
amount,8
aspect,8
associations,8
attraction,8
bats,8
beijing tianjin,8
besides,8
best,8
better understand,8
categories,8
chain,8
challenge,8
child poverty,8
common,8
con network,8
concerns,8
condition,8
contamination,8
daily mobility,8
decay,8
decline,8
deco,8
depth,8
detailed,8
developing countries,8
differ,8
difficult,8
discuss,8
distinctive,8
distributions,8
drivers,8
east,8
economy,8
elderly people,8
enable,8
engagement,8
equation,8
europe,8
european,8
evaluating,8
exploring,8
extensive,8
finds,8
flock,8
focusing,8
footprints,8
generated,8
geometric,8
goals,8
growing,8
guidance,8
homes,8
hours,8
house,8
hub,8
im,8
indicated,8
infection,8
infections,8
int,8
interest po,8
introduce,8
investment,8
japan,8
landing,8
late,8
latin,8
length,8
limitations,8
massive,8
metropolis,8
mile problem,8
minorities,8
mobility networks,8
monitoring,8
ms,8
much,8
namely,8
network central,8
normal,8
nu,8
objective,8
obvious,8
operational,8
origins,8
paths,8
periphery,8
play role,8
plays,8
poor,8
positively,8
potentially,8
practice,8
preference,8
prices,8
productivity,8
provincial,8
pull,8
rail,8
reasons,8
reform,8
relation,8
represent,8
representative,8
representing,8
requirements,8
residents mobility,8
respect,8
rest,8
rides,8
rural hollow,8
semantic,8
sensitivity,8
seven,8
sexual,8
shared sc,8
simulate,8
sites,8
solution,8
subsequently,8
summer,8
sustainable mobility,8
take,8
task,8
tasks,8
test,8
tested,8
third,8
threshold,8
tianjin,8
topic,8
topological,8
tourists,8
travel modes,8
typical,8
variable,8
vision,8
widely,8
wild,8
winter tourism,8
without,8
worldwide,8
able,7
accessible,7
action,7
active travel,7
adapt,7
additionally,7
affects,7
allows,7
anomaly detection,7
attain,7
attract,7
attributes,7
benefit,7
better understanding,7
br,7
broad,7
bs,7
buffer,7
called,7
carbon,7
caused,7
causes,7
child pedestrian,7
classified,7
clear,7
colombo,7
complex network,7
considerably,7
constrained,7
contribution,7
created,7
cyclists,7
da,7
degrees,7
describes,7
disadvantaged,7
discussion,7
districts,7
divers,7
dominant,7
effort,7
element,7
employ,7
enables,7
enabling,7
enhancing,7
ep,7
etc,7
exchange,7
exists,7
experiment,7
explaining,7
exposure green,7
extreme temperatures,7
face,7
fill,7
fill gap,7
follow,7
foreign,7
formula,7
fundamental,7
gay,7
globalization,7
greens exposure,7
healthcare,7
helps,7
hi,7
homeless migrants,7
homo,7
housing markets,7
hu,7
income neighborhoods,7
incomes,7
incorporates,7
indicates,7
instead,7
intercity migration,7
interesting,7
interviews,7
introduced,7
investigation,7
landscape connectivity,7
layout,7
lives,7
long term,7
longer,7
makes,7
matter,7
measured,7
mechanism,7
medical,7
members,7
mental,7
mg,7
mini,7
mobility flow,7
mobility practices,7
moves,7
navigation,7
ne,7
newly,7
nighttime,7
nine,7
numerous,7
observations,7
occur,7
offer,7
ones,7
operators,7
os,7
others,7
papers,7
parking problems,7
parts,7
pedestrians,7
people travel,7
percentage,7
phase,7
pose,7
price,7
pro,7
produce,7
properties,7
provision,7
ra,7
racial segregation,7
rational,7
received,7
reference,7
reflected,7
regeneration,7
regular,7
relational,7
rely,7
remain,7
rent,7
residential segregation,7
response,7
ride,7
ring,7
risks,7
roles,7
routes,7
running,7
samples,7
sao,7
sao paulo,7
scope,7
secondary,7
sense,7
sharing systems,7
shelters,7
shift,7
showing,7
shown,7
sim,7
similarity,7
single,7
solutions,7
solve,7
speed,7
suggesting,7
sum,7
super,7
supervised,7
surrounding,7
technique,7
ten,7
town,7
traffic congestion,7
transfer,7
transformed,7
transport accessibility,7
travel flux,7
travel route,7
uncover,7
une,7
unit,7
university,7
utilizes,7
valuable insights,7
vegetation,7
village,7
visits,7
web,7
weekends,7
workers income,7
zero,7
ability,6
acc,6
achieving,6
activity zone,6
adaptation,6
adaptive,6
advances,6
adverse,6
aged,6
agenda,6
air mobility,6
almost,6
another,6
applying,6
argue,6
assist,6
attempts,6
barriers,6
baseline,6
bicycle sharing,6
bikes systems,6
bin regression,6
body,6
border,6
canal rural,6
capturing,6
car sharing,6
cause,6
cd,6
cell,6
centre,6
changed,6
class,6
classify,6
closely,6
com burden,6
combine,6
comparing,6
computational,6
concentration,6
confirm,6
connect,6
consideration,6
consistent,6
consisting,6
contributing,6
coordinate,6
corridor,6
countryside,6
coupling,6
covering,6
crash,6
database,6
dec,6
decent,6
decomposition,6
density cluster,6
dependence,6
depends,6
detail,6
determining,6
develops,6
deviation,6
devices,6
directions,6
disadvantage,6
discovery,6
dwellers,6
eco,6
ecological network,6
economic activities,6
economically,6
ecosystem,6
educational,6
emission,6
encourage,6
energy consumption,6
enhanced,6
est,6
ev,6
exclusion,6
exhibits,6
experimental,6
facility,6
families,6
female,6
floods,6
flow characteristics,6
flow force,6
followed,6
footprint,6
formal,6
formed,6
fragmented,6
free floating,6
gaps,6
generally,6
good,6
governments,6
gradient,6
graph con,6
graph network,6
gravity radiation,6
habitat,6
highway,6
holiday,6
illegal,6
illegal parking,6
imp,6
impacted,6
implement,6
improvement,6
inc,6
income households,6
indicating,6
indicator,6
institutional,6
institutions,6
insufficient,6
intensive,6
interpret,6
intersection,6
intra mobility,6
ip,6
jiangsu,6
kindergarten,6
known,6
ku,6
lanes,6
large number,6
largest,6
learned,6
lessons,6
location choice,6
lock,6
loss,6
majority,6
marginal,6
mass,6
matching,6
matrices,6
maximum,6
measurement,6
mechanisms,6
migration network,6
mixed functions,6
mm,6
mobility care,6
mobility justice,6
mobility needs,6
morphological,6
motivation,6
negatively,6
node,6
non elderly,6
non linear,6
norms,6
notably,6
offering,6
opens,6
opportunity,6
outer,6
overcome,6
ownership,6
parameter,6
pathogen,6
pedestrian mobility,6
peripheral,6
pg,6
phone signaling,6
plans,6
police,6
position,6
positioning,6
pricing,6
processing,6
prominent,6
prop,6
proportions,6
push pull,6
recently,6
recreational,6
reducing,6
reflecting,6
registration,6
reported,6
representations,6
resource allocation,6
restrictions,6
retro,6
return,6
reviewed,6
roads,6
rural integration,6
rural vital,6
savings,6
sb,6
scarce,6
school travel,6
schools,6
search,6
semantics,6
sets,6
severe,6
short distance,6
similarities,6
small medium,6
society,6
species,6
steps,6
structural equation,6
subjective,6
suggestions,6
supporting,6
surroundings,6
syrian,6
technology,6
temporal mobility,6
tends,6
threat,6
ties,6
today,6
tokyo,6
tools,6
tours,6
trace,6
traces,6
traditional holidays,6
traffic demands,6
transport modes,6
transportation infrastructure,6
travel flow,6
travel survey,6
tree,6
trip networks,6
trip purposes,6
unclear,6
understanding mobility,6
universal,6
varies,6
vs,6
waste,6
water,6
week,6
weight,6
wide,6
xi,6
zoning,6
absolute,5
activity satisfaction,5
activity spaces,5
additional,5
address gap,5
administrative boundaries,5
advantage,5
africa,5
agriculture,5
aimed,5
aligned,5
alongside,5
america,5
appropriate,5
architecture,5
assessed,5
attempt,5
attention paid,5
attitudes,5
automobile,5
aviation,5
aware,5
away,5
basic,5
behind,5
bi network,5
black,5
blocks,5
blue,5
bogota,5
bus shelters,5
ca,5
cal,5
call,5
cannot,5
capabilities,5
capability,5
care related,5
challenging,5
charging stations,5
chicago,5
chile,5
chong,5
clustered,5
coastal,5
coe,5
collection,5
combinations,5
communication,5
competition,5
component,5
computing,5
concern,5
conclude,5
connecting,5
conservation,5
constraint,5
containment,5
continuous,5
contributions,5
coordinated,5
corridors,5
cu,5
daily mob,5
debates,5
decade,5
decision makers,5
decreased,5
deeper,5
definition,5
depend,5
described,5
descriptive,5
details,5
detecting,5
difficulties,5
digital footprints,5
dimension,5
directly,5
discover,5
discusses,5
distance decay,5
distance radius,5
diverse mobility,5
diversity qu,5
divide,5
divided,5
downward,5
dr,5
draw,5
duration,5
dust,5
ecology,5
economic mobility,5
economies,5
edges,5
el,5
electric sc,5
emergence,5
emergency,5
employs,5
ensure,5
environment levels,5
environmental pollution,5
error,5
exhibited,5
expanded,5
explain,5
explained,5
explicitly,5
exploration,5
external,5
extra,5
facilitating,5
facing,5
fare,5
festival,5
fine grain,5
firstly,5
fleet,5
flexible,5
flooding,5
foreigners,5
freight,5
frequencies,5
functional connectivity,5
ga,5
gay men,5
go,5
goods,5
grain,5
gran,5
greatly,5
hidden,5
historical,5
houses,5
housing market,5
housing mobility,5
housing priorities,5
human movement,5
ignored,5
illumination,5
incidence,5
independent,5
indian,5
initial,5
inter mobility,5
intercity highway,5
involving,5
io,5
italy,5
jiangsu province,5
journey,5
korea,5
korean,5
kw,5
labor market,5
labour,5
laser,5
least squares,5
lens,5
less attention,5
likelihood,5
lines,5
link,5
location prediction,5
london,5
magnitude,5
maintain,5
maintaining,5
managers,5
manner,5
marko,5
maximize,5
median,5
medium sized,5
melbourne,5
mental health,5
met,5
metro stations,5
min,5
minority,5
mobility behaviour,5
mobility driven,5
mobility related,5
modified,5
months,5
morning,5
morphology,5
municipalities,5
nearly,5
nec,5
network connectivity,5
nonlinear,5
northeastern,5
np,5
numbers,5
obesity,5
observe,5
occupational,5
one week,5
operation,5
operations,5
optimization rural,5
options,5
ordinary,5
organization,5
outbreak,5
panel,5
parallel,5
patients,5
pc,5
pearl,5
pearl river,5
pedestrian streets,5
periodic,5
phone location,5
pilot,5
political,5
powerful,5
prague,5
predictable,5
predominant,5
predominantly,5
prevalence,5
prevention,5
principal,5
priorities,5
probability,5
profiles,5
promising,5
prone,5
pv,5
questions,5
quite,5
racial ethnic,5
railway,5
ratio,5
realistic,5
recommendations,5
reduction,5
reflects,5
refugees,5
regard,5
regarded,5
remained,5
reproduction,5
require,5
residential location,5
role small,5
rural migration,5
rural residents,5
rural towns,5
rush,5
sample,5
sandy,5
schemes,5
score,5
seasonal,5
seeks,5
seismic sources,5
self selection,5
seniors,5
seoul,5
sequential,5
sexuality,5
shares,5
sharing mobility,5
shrink,5
sized,5
smoke,5
socio differentiation,5
socio status,5
spat characteristics,5
spat het,5
squares,5
staying,5
strategic,5
student,5
student mobility,5
substantial,5
suitable,5
supply mobility,5
systematically,5
taking account,5
targeted interventions,5
ten migration,5
theories,5
tod,5
traffic crashes,5
traffic interaction,5
trajectory cluster,5
transit station,5
transport elderly,5
transport facilities,5
transportation mode,5
transportation systems,5
travel distance,5
trip chain,5
trip distance,5
trip purpose,5
turn,5
ut,5
utility,5
utilized,5
utilizing,5
validity,5
virus,5
vulnerable people,5
washington,5
weak,5
weather conditions,5
weekdays,5
welfare,5
west,5
western regions,5
widespread,5
work res,5
works,5
younger,5
zip,5
absence,4
abstract,4
academic mobility,4
access opportunities,4
accounting,4
active school,4
activity dimensions,4
activity features,4
adapted,4
address issue,4
addressed,4
advance,4
advancement,4
advantages,4
affecting,4
afford,4
african,4
agencies,4
aggregation degree,4
aging,4
aims analyze,4
align,4
allowing,4
already,4
alternatives,4
always,4
annual,4
applicable,4
applications noise,4
around world,4
asian,4
assumed,4
austin,4
bai,4
balanced,4
bench,4
bias,4
big geo,4
big sources,4
bikes sc,4
birds,4
boundary,4
brazil,4
broader,4
broadly,4
buses,4
business district,4
calculated,4
california,4
cameras,4
cat,4
catchment,4
category,4
causal,4
census block,4
central western,4
centres,4
century,4
challenged,4
chaotic,4
characteristic,4
characteristics human,4
childhood,4
chronic,4
chronic forms,4
circular,4
citizen,4
classical,4
climate crisis,4
close association,4
closer,4
cluster applications,4
co emissions,4
com flow,4
comfort,4
commerce,4
commonly,4
competitive,4
complaints,4
complementary,4
components,4
compressed,4
compressed trajectory,4
concentrations,4
concepts,4
conclusions,4
conditional,4
confirmed cases,4
connection,4
connectivity coverage,4
consequently,4
considers,4
constitute,4
constructing,4
contemporary,4
continues,4
controlling,4
convenience,4
convergence,4
cooling,4
corona,4
costs infrastructure,4
could lead,4
counties,4
county,4
coupled,4
critical facilities,4
crowded,4
crucial role,4
culture,4
currently,4
cycle,4
daily activity,4
daily travel,4
db rides,4
decreases,4
dedicated,4
degree transport,4
demographic characteristics,4
densely,4
depending,4
destination flow,4
difficulty,4
disadvantaged groups,4
disaster,4
discrimination,4
disruption,4
divisions,4
dock sc,4
drive,4
dynamics human,4
ecological construction,4
edge,4
educated,4
elsewhere,4
emphasis,4
encounters,4
enhancement,4
enough,4
establish,4
ethnic segregation,4
evening,4
every,4
everyday mobility,4
evolutionary,4
evolve,4
exclusive,4
expectations,4
expenditure,4
extreme weather,4
extremely,4
fact,4
failed,4
family members,4
fe,4
feasible,4
fields,4
fine scale,4
fit,4
fixed,4
flexibility,4
flow prediction,4
focus group,4
foot,4
forming,4
formulated,4
forward,4
foundation,4
frequently,4
friction,4
friendly,4
functional regions,4
fusion,4
gain,4
gas,4
gender minorities,4
generalized,4
geo si,4
geo tile,4
geographic gi,4
geographic units,4
geographical diversity,4
geometric activity,4
global network,4
global south,4
globe,4
goal,4
green infrastructure,4
green roofs,4
greenhouse,4
ground,4
gt,4
guiding,4
hang,4
harvey,4
hazards,4
height,4
hourly,4
household income,4
household travel,4
housing afford,4
housing balance,4
housing reform,4
housing search,4
houston,4
human dynamics,4
human mob,4
human travel,4
hurricane sandy,4
hybrid,4
hypothesis,4
ii,4
illustrates,4
immigrant,4
improves,4
includes,4
incorporate,4
increasing monthly,4
industrial transfer,4
inevitable,4
influence zones,4
innovative,4
input,4
insight,4
instance,4
intended,4
interaction network,4
interests,4
international migration,4
interview,4
intra migration,4
introduces,4
intuitive,4
investigating,4
involves,4
iran,4
isolated,4
israel,4
italian,4
italians,4
january,4
kansas,4
kernel,4
kilometers,4
knowledge discovery,4
la,4
language,4
laser scanning,4
latin america,4
latin american,4
laureate,4
laws,4
leaf,4
lever,4
liv,4
location mobility,4
long short,4
longitudinal,4
love,4
malls,4
march,4
market friction,4
material,4
mbe,4
mean,4
means cluster,4
meanwhile,4
medieval,4
mediterranean,4
meet,4
memory,4
metro station,4
middle income,4
migration tr,4
migratory,4
millions,4
minimum,4
mix,4
mn,4
mo,4
mobile big,4
mobile devices,4
mobility big,4
mobility constraints,4
mobility logistics,4
mobility modes,4
mobility motifs,4
mobility prediction,4
mobility systems,4
mobility terms,4
modeled,4
modern,4
mono,4
monthly incomes,4
mostly,4
motifs,4
moving flock,4
multiple levels,4
municipal,4
muslim,4
muslim spaces,4
must,4
na,4
narrative,4
nearby,4
needed,4
negative consequences,4
network science,4
ni,4
night,4
nl,4
nobel,4
nobel laureate,4
occurs,4
one month,4
opening,4
organized,4
output,4
outputs,4
overlap,4
overview,4
paris,4
park access,4
part matter,4
partially,4
pedestrian access,4
pedestrian volume,4
permanent,4
persistent,4
person,4
phones,4
placed,4
planned,4
playground,4
pockets,4
politics,4
popular,4
populated,4
possibilities,4
possibility,4
pr,4
predictions,4
previously,4
principal component,4
private car,4
program,4
programs,4
promise,4
promotes,4
pronounced,4
prove,4
psychological health,4
put,4
railways,4
rarely,4
registered,4
religious,4
relocation intensity,4
remarkable,4
report,4
represented,4
required,4
resident,4
residual,4
restriction,4
retail,4
rhythm,4
rising,4
road resources,4
roadway,4
rome,4
roofs,4
root,4
route identification,4
running activity,4
rural households,4
san,4
sar,4
sc demand,4
scala,4
scanning,4
scientists,4
sd,4
se,4
secondly,4
see,4
seek,4
seem,4
sensors,4
serve,4
shaping,4
shared micro,4
shifted,4
shorter,4
si,4
singapore,4
singular,4
singular decomposition,4
site,4
situation,4
smaller,4
smartphone,4
socially,4
societal,4
soft,4
software,4
solving,4
sometimes,4
soul,4
source mobility,4
southern,4
spill,4
spread co,4
spring,4
square,4
sr,4
stability,4
static dynamic,4
stops,4
students,4
su,4
successfully,4
supports,4
surge,4
sustainable rural,4
synthetic,4
systemic,4
taken,4
technical,4
technological,4
temporal resolution,4
temporary,4
tensor,4
tests,4
thermal,4
tier,4
tile,4
together,4
tokyo metropolitan,4
top,4
tourist mobility,4
toward,4
tr bats,4
track,4
traditionally,4
traffic flow,4
traffic flux,4
trajectory em,4
transform,4
transformations,4
transit oriented,4
transport disadvantage,4
travel behaviour,4
travel cost,4
travel flows,4
travel purposes,4
traveled,4
trunk,4
tt,4
ubiquitous,4
ud,4
understanding travel,4
understood,4
unlike,4
ur networks,4
utc,4
varied,4
varying,4
verify,4
view images,4
villagers,4
visible,4
visited,4
visitor,4
waterways,4
wave,4
weekend,4
weekly,4
whole,4
wider,4
women gender,4
workplace,4
wu,4
yellow,4
zone borders,4
access green,3
access health,3
access mobility,3
access spaces,3
accessibility proximity,3
accumulation,3
achieved,3
acoustic,3
acoustic sensing,3
