Phrase,Frequency
transit,9
uses,9
variation,9
vulnerability,9
weighted,9
zones,9
ab,8
ability,8
accuracy,8
active,8
artificial,8
behaviour,8
biological,8
bundles,8
coastal,8
connections,8
considered,8
contexts,8
contributions,8
correlated,8
countries,8
depth,8
distinct,8
drivers,8
employing,8
explain,8
extract,8
extraction,8
goals,8
greater,8
hash,8
help,8
https,8
identification,8
indicated,8
interpret,8
investigated,8
landscapes,8
limitations,8
loss,8
migration,8
near,8
north,8
notable,8
online,8
overall,8
parcels,8
pathogen,8
proposes,8
relative,8
response,8
sound,8
sounds,8
south,8
southwest,8
stream,8
strong,8
summer,8
transformation,8
understand,8
utilized,8
utilizing,8
vc,8
via,8
vr,8
weather,8
whereas,8
widely,8
world,8
achieve,7
achieving,7
agent,7
although,7
analyses,7
attributes,7
boost,7
cf,7
characterized,7
configurations,7
consider,7
contrast,7
days,7
derived,7
east,7
eastern,7
ecosystems,7
explored,7
followed,7
forecast,7
forest,7
geographic,7
grid,7
highly,7
humans,7
imagery,7
increasingly,7
ind,7
indigenous,7
influenced,7
intervention,7
investigate,7
investigates,7
largest,7
le,7
lower,7
matter,7
measurements,7
metropolitan,7
mining,7
mod,7
office,7
opportunities,7
orders,7
pathways,7
plays,7
pp,7
practices,7
predominantly,7
primary,7
promote,7
province,7
real,7
rec,7
robust,7
scientific,7
sediment,7
semantic,7
several,7
shenzhen,7
shows,7
sink,7
sites,7
sized,7
step,7
suggests,7
terra,7
top,7
tourism,7
trends,7
type,7
ui,7
variability,7
waiting,7
account,6
application,6
around,6
assembly,6
atmosphere,6
atmospheric,6
baseline,6
bay,6
bent,6
boundary,6
ca,6
capturing,6
car,6
cc,6
centers,6
character,6
closely,6
cm,6
collapse,6
collected,6
combined,6
complexity,6
configuration,6
consequently,6
constraints,6
constructed,6
contact,6
contribution,6
core,6
decisions,6
decreased,6
del,6
demonstrated,6
den,6
designed,6
despite,6
develop,6
downs,6
dual,6
end,6
essential,6
examine,6
experience,6
explicit,6
flooding,6
flu,6
focusing,6
forces,6
foreign,6
formal,6
globally,6
gradually,6
gu,6
guidance,6
highlighting,6
hot,6
identifying,6
implications,6
increases,6
india,6
industry,6
institutions,6
insufficient,6
int,6
interest,6
investigating,6
job,6
kappa,6
largely,6
leverage,6
light,6
living,6
mari,6
maximum,6
mega,6
mental,6
metric,6
missing,6
mixing,6
namely,6
need,6
negatively,6
neglect,6
neighborhoods,6
neighboring,6
notably,6
number,6
occurred,6
offers,6
offs,6
point,6
predict,6
present,6
range,6
reducing,6
reveals,6
risks,6
sediments,6
separation,6
shaped,6
simulate,6
simultaneously,6
sino,6
soil,6
species,6
stronger,6
structural,6
supporting,6
surrounding,6
systematic,6
taking,6
tasks,6
terms,6
theoretical,6
topics,6
traditional,6
tree,6
typical,6
vi,6
volume,6
yang,6
year,6
zone,6
actual,5
addition,5
additive,5
aimed,5
aims,5
al,5
allocation,5
ambient,5
anal,5
aspects,5
available,5
ba,5
beta,5
blue,5
campaign,5
caused,5
che,5
chemistry,5
climatic,5
cloud,5
cnn,5
combination,5
combining,5
complement,5
composition,5
concentrated,5
concentrations,5
connection,5
conservation,5
construct,5
contribute,5
cooling,5
coverage,5
criteria,5
detailed,5
dimensional,5
directions,5
distinctive,5
dominated,5
eight,5
en,5
enables,5
entropy,5
especially,5
estimation,5
ethnic,5
european,5
even,5
examined,5
examines,5
example,5
exhibits,5
exploration,5
extent,5
firms,5
fixed,5
floods,5
focus,5
fully,5
gb,5
generally,5
generation,5
given,5
ha,5
hail,5
highlight,5
ie,5
indicating,5
individual,5
inference,5
initial,5
interventions,5
intricate,5
isotope,5
ji,5
km,5
lack,5
landfill,5
larger,5
lc,5
length,5
link,5
located,5
made,5
marine,5
meanwhile,5
meteorological,5
module,5
modules,5
mu,5
na,5
nevertheless,5
noticeable,5
objective,5
obtained,5
optical,5
outdoor,5
parcel,5
particles,5
past,5
pc,5
planners,5
points,5
populations,5
possible,5
practical,5
predictions,5
presents,5
primarily,5
prior,5
pro,5
quiet,5
random,5
ranging,5
reduce,5
reduced,5
reference,5
regarding,5
relatively,5
remain,5
resource,5
resources,5
rhythm,5
rise,5
security,5
shanghai,5
shared,5
significance,5
single,5
sizes,5
society,5
spill,5
stable,5
still,5
substantial,5
suggest,5
taxonomic,5
technology,5
tn,5
transfer,5
transitions,5
uk,5
understood,5
vary,5
varying,5
virtual,5
weakened,5
weight,5
west,5
western,5
wildlife,5
yet,5
abundance,4
according,4
accounting,4
addressing,4
affects,4
allowed,4
ape,4
approximately,4
assessments,4
association,4
become,4
bench,4
beyond,4
canada,4
center,4
challenging,4
changed,4
close,4
code,4
coe,4
comparative,4
complementary,4
compositions,4
conceptual,4
confirmed,4
corporate,4
corresponding,4
db,4
decade,4
demonstrating,4
dependence,4
developmental,4
dia,4
disc,4
discourse,4
disrupt,4
distributions,4
diver,4
divers,4
doi,4
el,4
employment,4
enhanced,4
enhancement,4
er,4
establish,4
estimate,4
evaluating,4
event,4
evolving,4
expanding,4
facilitate,4
facility,4
fe,4
flooded,4
flows,4
focuses,4
fur,4
generated,4
gps,4
gravity,4
greenhouse,4
greens,4
growing,4
hang,4
hierarchical,4
highest,4
hong,4
ii,4
implementation,4
ina,4
included,4
indices,4
influential,4
informing,4
inner,4
interesting,4
investment,4
island,4
issues,4
kc,4
kong,4
landslide,4
last,4
loads,4
make,4
marked,4
mean,4
measurement,4
metals,4
methodology,4
metro,4
monitoring,4
net,4
nitrate,4
np,4
observation,4
options,4
org,4
path,4
percentage,4
period,4
periods,4
pg,4
phase,4
phenomenon,4
plain,4
plastic,4
positively,4
potentially,4
power,4
predicted,4
presence,4
prices,4
probability,4
problem,4
projections,4
proportion,4
provision,4
proximity,4
radiation,4
rains,4
rapidly,4
rate,4
rates,4
rational,4
reality,4
recreation,4
regulating,4
reported,4
represent,4
representing,4
resulted,4
rf,4
roles,4
ru,4
scheme,4
scope,4
selected,4
selection,4
semi,4
separately,4
settlements,4
severe,4
shallow,4
shield,4
shifts,4
si,4
similarity,4
specifically,4
sponge,4
squirrels,4
stakeholders,4
status,4
strength,4
style,4
subsequent,4
sulfate,4
superior,4
sydney,4
targeted,4
temperatures,4
tool,4
towards,4
transformations,4
transitional,4
tribal,4
ty,4
une,4
unique,4
useful,4
vector,4
visual,4
whether,4
wide,4
yield,4
zen,4
aba,3
accumulation,3
achieved,3
actor,3
additional,3
addresses,3
advances,3
advancing,3
agency,3
aim,3
algorithms,3
alleviate,3
allows,3
alongside,3
alpha,3
animal,3
annual,3
appropriate,3
attitude,3
autumn,3
balanced,3
basin,3
benefit,3
biker,3
biodiversity,3
bodies,3
broadband,3
canadian,3
candi,3
carbonate,3
carry,3
cat,3
catchment,3
census,3
choices,3
clear,3
clustered,3
components,3
comprising,3
computing,3
conclude,3
condition,3
controlling,3
counter,3
counties,3
country,3
cs,3
cultural,3
decomposition,3
decreasing,3
demographic,3
depend,3
dependency,3
determine,3
determined,3
devi,3
dimension,3
dimensions,3
disasters,3
discussed,3
displayed,3
downstream,3
du,3
dwellers,3
efforts,3
electron,3
elevation,3
embedded,3
equation,3
established,3
estimates,3
europe,3
evaluated,3
everyday,3
exhibiting,3
experiment,3
explanations,3
extra,3
extracted,3
factual,3
fall,3
farmland,3
fill,3
force,3
formed,3
forms,3
formula,3
foundation,3
frequency,3
frequent,3
general,3
germany,3
gp,3
gran,3
great,3
habitats,3
hazards,3
hi,3
hind,3
hit,3
ho,3
holds,3
homo,3
hybrid,3
hz,3
ignoring,3
iii,3
improvements,3
inadequate,3
incorporating,3
individuals,3
induced,3
inform,3
inherent,3
inorganic,3
input,3
inspired,3
intrinsic,3
introduces,3
issue,3
ka,3
ke,3
known,3
la,3
late,3
leads,3
likely,3
mass,3
md,3
mis,3
mm,3
mode,3
months,3
morocco,3
morphology,3
motion,3
mountainous,3
national,3
necessary,3
next,3
ni,3
nodes,3
northeast,3
northwest,3
objectives,3
obvious,3
occurrence,3
ocean,3
offering,3
offshore,3
organized,3
outbreak,3
overly,3
panel,3
papers,3
park,3
part,3
particular,3
peak,3
pearl,3
perceived,3
peripheral,3
person,3
perspectives,3
pets,3
pivotal,3
plank,3
poor,3
poorly,3
presenting,3
produce,3
produced,3
product,3
projected,3
projection,3
pronounced,3
protection,3
rail,3
rain,3
ranges,3
reactive,3
reduces,3
reflects,3
relevance,3
rep,3
requires,3
residence,3
responses,3
return,3
revealing,3
reviews,3
rhythms,3
ri,3
rich,3
scene,3
seasonal,3
secondary,3
sector,3
sedimentary,3
separate,3
september,3
setup,3
seven,3
sewer,3
shapes,3
slope,3
smaller,3
software,3
solution,3
southern,3
spontaneous,3
stability,3
stand,3
stations,3
stigma,3
storm,3
studied,3
subsequently,3
suggesting,3
suggestions,3
sulfur,3
suppress,3
suspended,3
technique,3
techniques,3
technological,3
territories,3
tertiary,3
theorem,3
thereby,3
therefore,3
threat,3
thus,3
tianjin,3
toward,3
trace,3
travelled,3
trees,3
typically,3
upstream,3
upward,3
users,3
valid,3
vo,3
whole,3
wider,3
widespread,3
winter,3
without,3
work,3
working,3
yearbook,3
years,3
able,2
abstract,2
activation,2
actors,2
adapting,2
adequately,2
adjustable,2
affordable,2
aforementioned,2
africa,2
aged,2
aggregation,2
agriculture,2
airborne,2
allocated,2
altering,2
alternative,2
amidst,2
amount,2
analytical,2
analytics,2
app,2
appears,2
applications,2
apply,2
april,2
aquatic,2
asia,2
aspect,2
assessing,2
assist,2
attempts,2
backbone,2
bar,2
basic,2
behavior,2
behaviors,2
beneficial,2
berlin,2
bern,2
block,2
boundaries,2
bp,2
bundle,2
burning,2
calculate,2
calculated,2
calculating,2
called,2
canopy,2
capabilities,2
carried,2
categories,2
categorized,2
cells,2
certain,2
chain,2
changing,2
characterization,2
chemical,2
choice,2
cites,2
class,2
classification,2
coarse,2
collaboration,2
colonial,2
combinations,2
common,2
commonly,2
complete,2
complicated,2
compounds,2
comprised,2
concentrate,2
concern,2
concerned,2
concerning,2
conclusion,2
concurrently,2
conditional,2
conducting,2
confluence,2
confronts,2
conjunction,2
consequences,2
considerably,2
consideration,2
considerations,2
constructing,2
contaminated,2
contemporary,2
continuous,2
contrasting,2
contributed,2
convenience,2
conversely,2
cooperation,2
coordinate,2
cop,2
cores,2
costs,2
counterparts,2
covering,2
ct,2
cumulative,2
currently,2
cycles,2
day,2
decay,2
deco,2
decreases,2
deeper,2
defined,2
deliver,2
delivery,2
demonstrates,2
dense,2
dependent,2
desert,2
designing,2
developments,2
differentiation,2
diplomacy,2
directly,2
disaster,2
discusses,2
discussion,2
dispersal,2
dissolution,2
distances,2
distinguish,2
disturbance,2
divisions,2
domestic,2
dominant,2
dose,2
drawing,2
drop,2
dropping,2
economies,2
education,2
educational,2
ee,2
electro,2
embodied,2
emerge,2
emergence,2
emerging,2
emotions,2
emphasis,2
emphasize,2
emphasizes,2
enable,2
enabled,2
ensemble,2
equally,2
era,2
escape,2
estimated,2
ev,2
evident,2
examining,2
except,2
experienced,2
experiencing,2
experimental,2
explained,2
explicitly,2
extending,2
extensive,2
extremely,2
face,2
faced,2
faces,2
facilitated,2
facts,2
fails,2
farm,2
farming,2
fast,2
feasibility,2
feeding,2
filtering,2
finland,2
flight,2
flux,2
focused,2
following,2
forming,2
fraction,2
full,2
futures,2
ga,2
gain,2
gains,2
gaps,2
gene,2
generate,2
globalization,2
gm,2
governmental,2
governments,2
grass,2
grey,2
gross,2
ground,2
guangdong,2
gui,2
guiding,2
habitat,2
hc,2
heavily,2
hence,2
highlighted,2
highlights,2
holidays,2
home,2
homes,2
homogeneous,2
hosts,2
house,2
hr,2
hydraulic,2
identifies,2
impacted,2
implemented,2
implementing,2
improves,2
inc,2
inclusive,2
inconsistent,2
indian,2
indicates,2
indoor,2
inhibit,2
initiation,2
instability,2
institution,2
instrument,2
intense,2
interchange,2
intermediate,2
international,2
internet,2
interpretation,2
introduce,2
introduced,2
investigation,2
iran,2
irregular,2
isolation,2
january,2
japan,2
jiangsu,2
joint,2
july,2
june,2
keystone,2
lab,2
latest,2
latter,2
layout,2
leach,2
limit,2
limitation,2
lit,2
lived,2
load,2
london,2
mac,2
madrid,2
mainland,2
makers,2
man,2
managing,2
manifest,2
mapped,2
massive,2
matrices,2
mechanical,2
mediated,2
met,2
metal,2
million,2
miss,2
mix,2
modes,2
modified,2
monitor,2
monitors,2
mostly,2
motor,2
municipal,2
mutual,2
nan,2
nec,2
neglected,2
negotiations,2
neutrality,2
norms,2
objects,2
odor,2
offer,2
open,2
operated,2
organization,2
originated,2
ou,2
outcomes,2
output,2
overlap,2
ox,2
oxidation,2
oxide,2
parks,2
partial,2
participant,2
partition,2
paths,2
perceptions,2
performs,2
periodic,2
periphery,2
petroleum,2
pilot,2
pl,2
placement,2
planned,2
plants,2
played,2
political,2
poly,2
posed,2
poses,2
positioning,2
possibilities,2
practice,2
practitioners,2
precision,2
predicting,2
predominant,2
prefecture,2
preference,2
presented,2
pressure,2
prevention,2
principal,2
priority,2
problems,2
products,2
profound,2
progress,2
promoted,2
promotes,2
prop,2
proportions,2
pure,2
pushed,2
python,2
qu,2
question,2
ra,2
rather,2
rd,2
reactions,2
realize,2
reasonable,2
received,2
recent,2
reception,2
recognition,2
recommendations,2
recommended,2
reconnaissance,2
records,2
recreational,2
red,2
redistribution,2
refined,2
reflected,2
regeneration,2
regulations,2
relations,2
relevant,2
reliability,2
reliable,2
relied,2
relocation,2
remotely,2
report,2
representations,2
representative,2
required,2
researchers,2
resident,2
respective,2
restrictions,2
reverse,2
rms,2
rocky,2
rr,2
safety,2
sales,2
samples,2
scarce,2
seen,2
sensitivity,2
sequencing,2
sets,2
settings,2
sewage,2
shannon,2
shape,2
shaping,2
shed,2
shift,2
shifted,2
simulated,2
simultaneous,2
singular,2
site,2
situation,2
slow,2
soils,2
solar,2
speed,2
sports,2
spring,2
squares,2
stage,2
stages,2
static,2
statistics,2
strategic,2
streams,2
su,2
subject,2
submerged,2
successfully,2
sufficient,2
suitable,2
sul,2
superiority,2
suppression,2
surge,2
surveys,2
susceptible,2
sustain,2
sv,2
syntax,2
taipei,2
taken,2
taller,2
taxi,2
technical,2
tendency,2
test,2
thoroughly,2
timeline,2
tod,2
tolerant,2
tools,2
topic,2
towns,2
toxicity,2
train,2
transform,2
treating,2
treatment,2
triggered,2
triggers,2
truck,2
tt,2
turn,2
undergoing,2
uniform,2
units,2
usa,2
user,2
utilization,2
utilizes,2
variable,2
varied,2
varies,2
vehicle,2
villagers,2
vine,2
volatile,2
vs,2
vulnerable,2
waterfront,2
waters,2
weak,2
weakening,2
weekday,2
welfare,2
witnessed,2
workplace,2
worldwide,2
xi,2
york,2
yunnan,2
abandoned,1
absence,1
absorption,1
ac,1
academic,1
accelerate,1
accelerating,1
accompanied,1
accordingly,1
accounted,1
acquisition,1
acted,1
acting,1
action,1
actions,1
actually,1
adaptation,1
adaptations,1
adapted,1
addressed,1
adept,1
adequate,1
administrative,1
administrators,1
adopt,1
adopting,1
adoption,1
adult,1
advance,1
advancement,1
advantages,1
adverse,1
advocate,1
affairs,1
affiliation,1
agenda,1
agents,1
agrarian,1
aid,1
aiming,1
aircraft,1
alarm,1
alert,1
align,1
alliances,1
allied,1
allowance,1
allowing,1
alter,1
amazon,1
amenities,1
america,1
americas,1
ames,1
ami,1
anchor,1
animals,1
annually,1
anomaly,1
anti,1
apart,1
appeal,1
appearances,1
appendix,1
applicable,1
applies,1
applying,1
arbor,1
arc,1
architecture,1
archival,1
argues,1
arguments,1
arrangements,1
art,1
arts,1
aside,1
asked,1
assistance,1
associations,1
assume,1
attempt,1
attitudes,1
attracted,1
attractions,1
attributed,1
au,1
audio,1
aug,1
australia,1
automated,1
automatically,1
automobile,1
autonomous,1
axial,1
axis,1
back,1
background,1
balancing,1
band,1
bases,1
basins,1
basis,1
becomes,1
becoming,1
beg,1
belt,1
bengal,1
benign,1
bias,1
biased,1
biggest,1
biking,1
binary,1
biomass,1
bird,1
bo,1
body,1
bore,1
bottom,1
bounds,1
br,1
breakthrough,1
breeze,1
bridges,1
broad,1
broader,1
brought,1
brown,1
budget,1
bulgarian,1
bureau,1
buses,1
business,1
calls,1
camping,1
campus,1
cannot,1
canonical,1
capability,1
capable,1
capacities,1
capital,1
careful,1
carefully,1
carnegie,1
cas,1
casa,1
cases,1
casualties,1
catastrophic,1
causes,1
centred,1
centres,1
centro,1
chains,1
chairs,1
chloride,1
choose,1
chosen,1
circulation,1
citizens,1
classes,1
classic,1
classifications,1
classified,1
classify,1
client,1
climbing,1
closer,1
clues,1
clusters,1
codes,1
coefficient,1
coefficients,1
cold,1
collectively,1
colonies,1
colorado,1
combine,1
combines,1
come,1
commence,1
commerce,1
compact,1
comparatively,1
comparisons,1
competition,1
composed,1
composite,1
compromise,1
computational,1
compute,1
computed,1
concept,1
concerns,1
concluded,1
concludes,1
conditioning,1
conflict,1
conglomerate,1
congregation,1
connected,1
connecting,1
connectivity,1
connector,1
consciousness,1
consistent,1
consists,1
constitute,1
constitutes,1
constrained,1
contamination,1
contend,1
content,1
contest,1
contiguous,1
continents,1
continually,1
continuously,1
continuum,1
contributing,1
controls,1
conventional,1
convergence,1
conversion,1
cooperative,1
copies,1
coral,1
corona,1
council,1
county,1
coup,1
couple,1
course,1
covers,1
cp,1
cr,1
cracking,1
crawling,1
creek,1
crime,1
criticized,1
crop,1
csi,1
culminating,1
currents,1
curve,1
customary,1
cycling,1
dallas,1
damage,1
damages,1
damaging,1
database,1
de,1
dear,1
deaths,1
decades,1
decline,1
declined,1
deepened,1
deficit,1
define,1
definitions,1
degradation,1
delivering,1
demonstration,1
densely,1
denver,1
depending,1
depicts,1
deployment,1
derive,1
descend,1
designated,1
designs,1
destinations,1
det,1
detected,1
detectors,1
deteriorating,1
determination,1
determines,1
detrimental,1
devastating,1
developers,1
develops,1
dialect,1
dialogue,1
differed,1
differently,1
differing,1
dir,1
direction,1
directional,1
disadvantage,1
disadvantaged,1
discharge,1
disciplinary,1
discipline,1
disco,1
discovery,1
discussing,1
disease,1
diseases,1
dispatch,1
displaying,1
displays,1
disregard,1
disrupted,1
distinguished,1
distraction,1
districts,1
disturbances,1
diversified,1
divided,1
dividing,1
division,1
dl,1
doc,1
dogs,1
domain,1
dominate,1
dos,1
double,1
dq,1
drainage,1
dramatic,1
dramatically,1
drinking,1
drive,1
dry,1
duration,1
early,1
earth,1
eased,1
easily,1
easing,1
ec,1
effort,1
either,1
elaborate,1
elastic,1
em,1
embracing,1
emerged,1
emerges,1
emi,1
emotional,1
emphasized,1
emphasizing,1
employ,1
employs,1
empowered,1
encompass,1
encompasses,1
encompassing,1
encouraged,1
endeavors,1
endowment,1
enduring,1
engage,1
engagement,1
enrichment,1
ensures,1
ensuring,1
enterprises,1
ep,1
error,1
errors,1
esa,1
escaping,1
est,1
establishes,1
establishing,1
establishment,1
establishments,1
estates,1
eurasian,1
euro,1
evening,1
evidenced,1
evidently,1
evolutionary,1
evolve,1
exact,1
examination,1
examples,1
exceed,1
excel,1
exceptionally,1
exchange,1
exchanges,1
exclude,1
executed,1
exemplified,1
exists,1
expand,1
explaining,1
explanation,1
exploit,1
exploited,1
expressed,1
extant,1
extend,1
extends,1
extensively,1
external,1
extinct,1
extracts,1
facilitates,1
facilitating,1
fail,1
far,1
farther,1
faster,1
favor,1
favour,1
fear,1
feasible,1
featuring,1
feelings,1
fewer,1
fi,1
fields,1
fifth,1
figure,1
filled,1
filling,1
filter,1
final,1
financial,1
finds,1
fine,1
finer,1
fire,1
fires,1
firm,1
firstly,1
flat,1
floating,1
follow,1
follows,1
footprints,1
forefront,1
formations,1
former,1
formulation,1
forthcoming,1
fr,1
fragmentation,1
fragmented,1
free,1
french,1
freshwater,1
frontal,1
fruit,1
fu,1
fundamental,1
fundamentally,1
fuse,1
fused,1
gained,1
gamma,1
gas,1
gate,1
gauge,1
genera,1
generalized,1
genes,1
genetic,1
geographically,1
gets,1
goal,1
governed,1
gr,1
gradual,1
grant,1
graphical,1
grasp,1
grassland,1
greatest,1
greatly,1
grouping,1
grows,1
gs,1
guarantees,1
guide,1
guided,1
habit,1
half,1
ham,1
handle,1
handling,1
harmful,1
harmon,1
heads,1
headwaters,1
healing,1
healthcare,1
heating,1
heightened,1
helping,1
helps,1
henri,1
hiking,1
histories,1
holding,1
holiday,1
hoping,1
hourly,1
household,1
hub,1
humidity,1
hyper,1
idea,1
ideal,1
identities,1
identity,1
ignore,1
ill,1
illustrate,1
illustrating,1
immediate,1
immense,1
impending,1
implement,1
implementations,1
implication,1
implied,1
implies,1
importantly,1
impressions,1
inaugurated,1
incomplete,1
incorporates,1
incorporation,1
incredibly,1
independent,1
indicator,1
indirectly,1
infection,1
inhabitants,1
inherently,1
inhibitor,1
initially,1
initiate,1
inputs,1
ins,1
inside,1
insignificant,1
instance,1
instead,1
instrumentation,1
insurance,1
intelligence,1
intensified,1
intensive,1
intentional,1
interacting,1
interception,1
interdisciplinary,1
interfaces,1
interfere,1
internal,1
interpreted,1
interruption,1
intersecting,1
intersection,1
intervening,1
introducing,1
invasion,1
invertebrates,1
inverted,1
investigations,1
investments,1
involving,1
irrigation,1
italy,1
iv,1
je,1
jin,1
jing,1
joy,1
ju,1
ken,1
kg,1
kilometers,1
kingdom,1
knowing,1
kun,1
kurt,1
laboratory,1
lacking,1
lacks,1
lake,1
lakes,1
landmarks,1
lands,1
leans,1
leap,1
leisure,1
lesser,1
lever,1
lies,1
lifestyle,1
like,1
likelihood,1
lime,1
limiting,1
limits,1
line,1
lineage,1
linked,1
linking,1
lip,1
listen,1
lives,1
loaded,1
localized,1
locally,1
lock,1
logic,1
longer,1
longitudinal,1
losses,1
lowering,1
maintaining,1
maintenance,1
makes,1
mammal,1
managers,1
manifested,1
manner,1
markets,1
marko,1
mas,1
matches,1
matching,1
matrix,1
meanings,1
measures,1
measuring,1
medicine,1
meet,1
memory,1
merged,1
merit,1
metabolic,1
metaphor,1
meteor,1
metropolis,1
mid,1
minimal,1
minimum,1
minor,1
mir,1
misleading,1
mixture,1
ml,1
moderate,1
modification,1
modular,1
monetary,1
monsoon,1
monthly,1
moran,1
morphological,1
mounting,1
move,1
movements,1
mt,1
musical,1
must,1
names,1
narrative,1
narratives,1
nas,1
nationwide,1
native,1
naturally,1
nearest,1
nearly,1
necessarily,1
necessity,1
needed,1
neighbor,1
neighbors,1
neighbourhoods,1
networking,1
nexus,1
nonetheless,1
northeastern,1
note,1
notion,1
nu,1
numbers,1
numerous,1
nutrients,1
obtain,1
occur,1
occurrences,1
oceania,1
ol,1
om,1
ongoing,1
ontario,1
op,1
opening,1
operational,1
operations,1
opposing,1
ordinary,1
organisation,1
otherwise,1
outlines,1
outputs,1
outstanding,1
outward,1
overlook,1
overlooked,1
overlooking,1
overs,1
overview,1
owned,1
owners,1
ownership,1
oxygen,1
pa,1
pace,1
paid,1
par,1
paradigm,1
parallel,1
partially,1
participants,1
partly,1
passenger,1
passengers,1
passive,1
pathway,1
paving,1
pd,1
pearson,1
pedestrian,1
penetration,1
peoples,1
perform,1
performed,1
performers,1
persisted,1
phenomena,1
phosphorus,1
phylogenetic,1
pipe,1
pixel,1
platform,1
plausible,1
players,1
poised,1
populace,1
popularity,1
populous,1
portal,1
portals,1
portrayal,1
portugal,1
posing,1
precise,1
precursor,1
preferences,1
preferred,1
prep,1
preparation,1
presentation,1
presently,1
preservation,1
preserving,1
pressures,1
prevailing,1
prevalent,1
preventing,1
price,1
principles,1
prism,1
probe,1
productive,1
progressive,1
progressively,1
projecting,1
proliferation,1
prominent,1
prominently,1
promise,1
promotion,1
propagation,1
proper,1
proposing,1
proposition,1
provinces,1
provincial,1
published,1
pulled,1
purification,1
purpose,1
quantity,1
quasi,1
quo,1
radar,1
radicals,1
radius,1
railing,1
raised,1
raises,1
raising,1
ranch,1
ranged,1
ranking,1
ratings,1
raw,1
reached,1
reacts,1
reads,1
realism,1
realization,1
realizing,1
reason,1
receiving,1
recently,1
reciprocal,1
recognised,1
recommends,1
reconstruction,1
reductions,1
reef,1
ref,1
references,1
refining,1
reflecting,1
regardless,1
regime,1
regimes,1
regular,1
regulate,1
regulated,1
regulatory,1
reinforce,1
relational,1
relaxation,1
relaxed,1
release,1
relying,1
remainder,1
remained,1
remarkable,1
remarkably,1
rendering,1
renovation,1
repeat,1
reports,1
repository,1
represented,1
represents,1
require,1
resembled,1
reserves,1
reservoir,1
resist,1
resolve,1
resolved,1
restricted,1
retention,1
retrieval,1
rhythmic,1
ring,1
rises,1
rm,1
root,1
rose,1
roughly,1
routines,1
rs,1
running,1
safer,1
sage,1
sal,1
salt,1
sample,1
sampled,1
sampling,1
sao,1
satellites,1
satisfaction,1
save,1
scaling,1
scar,1
scenes,1
schemes,1
scholars,1
sci,1
score,1
scores,1
script,1
scripted,1
scrutiny,1
seasons,1
secondly,1
section,1
seeks,1
segregated,1
selecting,1
selects,1
semantics,1
sensed,1
sensitive,1
sensors,1
separated,1
sequence,1
sequences,1
serious,1
serve,1
set,1
setting,1
sh,1
share,1
shifting,1
shocks,1
shorter,1
