Phrase,Frequency
park accessibility,2
park ut,2
particular focus,2
pathways suburban,2
pearl delta,2
places visit,2
pm concentrations,2
pm wild,2
point interest,2
points interest,2
pollution environmental,2
poly core,2
poor staying,2
practices consumption,2
private households,2
promoter score,2
proportions minority,2
push pull,2
qu parameters,2
quan consistency,2
quan driving,2
queensland australia,2
racial ethnic,2
rainfall shocks,2
reducing need,2
regarding infrastructure,2
regarding rise,2
relocation trends,2
remaining poor,2
represent actual,2
reptiles amp,2
residential choices,2
residential practices,2
residential trends,2
return nature,2
rice root,2
scope functions,2
secondary stage,2
sentiments behaviors,2
several practices,2
shared bike,2
shared equity,2
shared privately,2
shared shows,2
si mining,2
singular decomposition,2
sparse private,2
species rich,2
specific interests,2
spring festival,2
stable evolution,2
stage secondary,2
station density,2
staying home,2
staying suburbs,2
still lack,2
structural equation,2
suburban neighbourhoods,2
supervised manner,2
sustainability profiles,2
sustainability transitions,2
task agents,2
temperatures park,2
temporal depend,2
temporal dynamics,2
temporal joint,2
tested real,2
thus enhancing,2
trajectory publishing,2
trajectory representations,2
valid real,2
visiting parks,2
visual scala,2
way living,2
weak intensity,2
weekday weekend,2
weighted block,2
weighted regression,2
welfare panel,2
yang delta,2
yield income,2
zheng heavy,2
ab compensate,1
ab novel,1
ab pot,1
ability capture,1
ability lever,1
ability promote,1
ability tested,1
able benefit,1
absence furniture,1
accelerate cat,1
accessibility afford,1
accessibility amenities,1
accessibility function,1
accessibility geographic,1
accessibility green,1
accessibility greens,1
accessibility highlight,1
accessibility highlighting,1
accessibility indicators,1
accessibility inhibit,1
accessibility lighting,1
accessibility measures,1
accessibility opportunities,1
accessibility parks,1
accessibility residential,1
accessibility step,1
accessibility ut,1
accessibility variations,1
accessibility workplace,1
accommodate distinct,1
accompanied density,1
accompanied reduction,1
accordingly allowing,1
account grid,1
account total,1
account unique,1
accounting temporal,1
accuracy art,1
accuracy emphasize,1
accuracy especially,1
accuracy est,1
accuracy improvements,1
accurate estimation,1
accurately therefore,1
achieve environmental,1
achieve general,1
achieve means,1
achieve si,1
achieved accuracy,1
achieved fuzzy,1
achieved informal,1
achieved prior,1
achievement goal,1
achieving comprehensive,1
achieving notable,1
achieving outcome,1
action recommendations,1
active behaviors,1
actively seeking,1
actual behaviors,1
actual park,1
actual residential,1
actual ut,1
adding offset,1
addition bus,1
addition considerations,1
addition intervening,1
addition seems,1
additional planned,1
additionally examined,1
additionally focus,1
additionally living,1
additionally mix,1
address emerging,1
address introduce,1
address issue,1
address issues,1
address last,1
address real,1
address transformation,1
addressed diversity,1
addressed temporal,1
addresses demographic,1
addresses traditional,1
addressing associated,1
addressing critical,1
addressing holiday,1
addressing issues,1
addressing similar,1
addressing trans,1
adjust labor,1
adjust targeted,1
adjusted specific,1
adjustments suit,1
adoption frequency,1
adoption pro,1
adult moves,1
adult residential,1
adults chose,1
adults decisions,1
adults education,1
adults expressed,1
adults highlighting,1
adults move,1
adults regarding,1
advance sentiments,1
advanced integrate,1
advancement made,1
advancement shown,1
advocate comprehensive,1
advocate protecting,1
aerial applications,1
aerial vehicles,1
af affluent,1
af capture,1
affairs intercity,1
affected corona,1
affecting environmental,1
affects disadvantaged,1
affects satisfaction,1
affects shorter,1
affiliation character,1
affiliation temporal,1
affluent home,1
affluent households,1
afford accessibility,1
afford barriers,1
afford crisis,1
afford nonetheless,1
affordable housing,1
affordable subsequently,1
agency epa,1
agent failures,1
agents request,1
agents supporting,1
ages pull,1
ages therefore,1
aggregate flow,1
aggregate inspired,1
aggregation yields,1
agricultural food,1
agricultural sectors,1
agricultural yield,1
agricultural yields,1
agriculture agricultural,1
ai emerging,1
aid prevent,1
aiding planners,1
aids efforts,1
aimed clearer,1
aimed reducing,1
aiming reducing,1
aims accuracy,1
aims advance,1
aims develop,1
aims living,1
algorithms walk,1
align closely,1
align diver,1
alignment hamilton,1
alleviate poverty,1
allow pathways,1
allow understand,1
allowed specification,1
allowing move,1
allows comprehensive,1
along foster,1
alongside increasing,1
already burden,1
altered residential,1
alternative options,1
alternatives online,1
although aquatic,1
although attempted,1
although lanes,1
although london,1
although quan,1
although several,1
ambient conditions,1
amenities alternative,1
amenities opportunities,1
america returned,1
american issues,1
american survey,1
amongst users,1
amount green,1
amount implications,1
amount visibility,1
amp although,1
amp indicators,1
amp reptiles,1
amp respond,1
amp tend,1
amplified pm,1
anal auckland,1
anal flow,1
anal focus,1
analog late,1
analyses accessibility,1
analyses housing,1
analyses london,1
analyses migration,1
analytics pipeline,1
analytics publishing,1
analyzed collected,1
analyzed ranging,1
analyzed year,1
analyzed zheng,1
anatomy hierarchical,1
another consequence,1
another scientists,1
answer questions,1
anti experiencing,1
app detecting,1
app districts,1
app driven,1
apparent temperature,1
application ar,1
application consumption,1
application remarkable,1
applications pro,1
applied geographically,1
applies fixed,1
approaches accounting,1
approaches extract,1
approaches guide,1
approaches privacy,1
approaches suitable,1
approaches targeted,1
approaches understand,1
appropriately purpose,1
aquatic habitats,1
architects identifying,1
architects park,1
arose limited,1
around globe,1
around world,1
art practical,1
artificial intelligence,1
asia europe,1
asian overcome,1
aspect intelligent,1
aspect involves,1
aspects addition,1
aspects cold,1
aspects cycling,1
aspects minute,1
aspects origin,1
aspects pedestrian,1
aspects questioning,1
aspects utilizing,1
aspirations basis,1
aspiring pro,1
assessed whether,1
assessing canadian,1
assessments changing,1
assessments incorporating,1
assist actual,1
assist planners,1
associated collectively,1
associated consumption,1
associated dynamic,1
associated migration,1
associated minute,1
associated open,1
associated static,1
atmospheric composition,1
atmospheric greenhouse,1
attacks privacy,1
attacks temporal,1
attain live,1
attempted implement,1
attempts quantitative,1
attempts trajectory,1
attention asian,1
attention ga,1
attract bike,1
attracting migration,1
attracting passengers,1
attributes correlation,1
attributes dwelling,1
attributes environment,1
attributes generally,1
attributes larger,1
attributes main,1
attributes period,1
attributes simulated,1
auckland highlighting,1
auckland housing,1
australia revealed,1
authorities grasp,1
authorities green,1
availability sparse,1
available closest,1
available facilitate,1
available modes,1
available visited,1
average account,1
average comprehensive,1
average distances,1
avoid newly,1
aware flow,1
back nature,1
balance observed,1
balance overview,1
balance providing,1
balanced categories,1
balanced racial,1
ball field,1
barcelona allows,1
barriers solutions,1
baseline achieved,1
baseline predicting,1
basis behavior,1
basis longitudinal,1
batteries objective,1
battery consumption,1
battery intensity,1
battery threshold,1
beaches nec,1
became likely,1
become dominant,1
become frequent,1
become highly,1
becomes increasingly,1
becoming poor,1
becoming prevalent,1
begin examining,1
beginning governments,1
behavior comprehensive,1
behavior credit,1
behavior essential,1
behavior part,1
behavior sparse,1
behavior tailor,1
behavior terms,1
behavioral aspects,1
behavioral disrupt,1
behaviors analyzed,1
behaviors environmental,1
behaviors even,1
behaviors external,1
behaviors facilitating,1
behaviors moreover,1
behaviors sentiments,1
behaviors thus,1
behaviour analyses,1
behaviour contributed,1
behaviour highlights,1
behaviour private,1
behaviour users,1
beijing infection,1
beijing lang,1
beijing november,1
beijing vegetation,1
believed essential,1
belt achieved,1
belt boundary,1
belt cited,1
belt developed,1
belt lowest,1
belt reform,1
belt restrictions,1
beneficial emergency,1
beneficial planners,1
benefit shared,1
benefit wooded,1
bert accuracy,1
beyond consumption,1
beyond cost,1
beyond examine,1
beyond green,1
beyond minute,1
bid random,1
bike analyzed,1
bike brazilian,1
bike center,1
bike commonly,1
bike competitive,1
bike cyclists,1
bike db,1
bike driving,1
bike environmental,1
bike especially,1
bike establish,1
bike friendly,1
bike helping,1
bike indicate,1
bike meaning,1
bike mixed,1
bike neglect,1
bike office,1
bike recent,1
bike riding,1
bike shenzhen,1
bike station,1
bike transit,1
bike utilization,1
bike weekday,1
bikes bikes,1
bikes established,1
bikes facilitate,1
bikes follow,1
bikes involving,1
biodiversity birds,1
biodiversity dynamics,1
biodiversity investigated,1
biodiversity plays,1
biological ab,1
biological concurrently,1
biomass resulted,1
birds exhibit,1
blend mutual,1
block percentage,1
block total,1
blue addressing,1
bo sea,1
bodies cores,1
body scholarship,1
body shade,1
boost producing,1
boost satisfaction,1
bordeaux hamburg,1
bottom neighbourhood,1
boundary relaxation,1
brands safety,1
brazilian investigate,1
breach precise,1
burden environmental,1
bureau american,1
bus coverage,1
bus stops,1
bus substitute,1
business mining,1
business residential,1
business uses,1
cad contaminated,1
cad soil,1
california explores,1
canada allow,1
canada comprising,1
cannot techniques,1
capabilities functions,1
capabilities heat,1
capabilities party,1
capability identifying,1
capability rec,1
capability recognize,1
capacities functions,1
capital country,1
capital facilitate,1
capture additionally,1
capture correlation,1
capture environment,1
capture nonlinear,1
capture sentiments,1
capture underlying,1
capturing dynamics,1
capturing environment,1
capturing variation,1
car dependency,1
car finally,1
car owners,1
car suburbs,1
carbon concept,1
carbon emission,1
card conducting,1
card survey,1
care throughout,1
carried traditional,1
cars connect,1
cases available,1
cat circulation,1
cat panel,1
categories directions,1
categories nutrition,1
categories substantially,1
categorized promoting,1
category summer,1
causal inference,1
causal machine,1
caused walking,1
causing uncertainty,1
census behaviour,1
census bureau,1
census define,1
census metropolitan,1
center inner,1
center shown,1
centered western,1
centers aggregation,1
centers experiencing,1
centers pull,1
centers stand,1
centers zones,1
centre suburb,1
certain combinations,1
chain speed,1
chain traditional,1
challenging weather,1
changed dwellers,1
changing circumstances,1
changing closely,1
character accessibility,1
character environmental,1
characteristic purpose,1
characteristics ambient,1
characteristics behaviour,1
characteristics causing,1
characteristics cycling,1
characteristics geometry,1
characteristics migrants,1
characteristics observed,1
characteristics periods,1
characteristics residential,1
characteristics specific,1
characteristics terms,1
characteristics users,1
characterization landscape,1
characterized contrasting,1
characterized directed,1
characterized intermittent,1
characterized remarkable,1
characterized unique,1
che outputs,1
check demonstrate,1
chemical outputs,1
chemistry che,1
children women,1
chile halfway,1
chile present,1
chile weekly,1
chilean internationally,1
choice established,1
choice firstly,1
choice limited,1
choice preferences,1
choice residence,1
choice shift,1
choices examining,1
choices resulting,1
chong vertices,1
chose move,1
circular society,1
circulation discussed,1
circumstances secondly,1
circumstances therefore,1
cited solution,1
cited together,1
citizens developed,1
class inhabitants,1
class uneven,1
classify balanced,1
classify longitudinal,1
clear environmental,1
clear reg,1
clearer behavioral,1
climate components,1
climate disrupt,1
climate events,1
climate park,1
climate risks,1
climate utilizes,1
close analog,1
closed likely,1
closely actual,1
closely connected,1
closer distributions,1
closer home,1
closest park,1
closing parks,1
clusters isolated,1
coe complementary,1
cold weather,1
collected bike,1
collectively integration,1
collectively shed,1
colonization rate,1
color semantics,1
coloring technique,1
combination layers,1
combination statistical,1
combinations household,1
combine ai,1
combined nature,1
combined overall,1
combined strong,1
combines differential,1
combines weather,1
combining temporal,1
commerce education,1
commercial education,1
commercial facilities,1
commercial generate,1
common mor,1
commonly employed,1
communication opt,1
communities begin,1
communities equally,1
communities evolve,1
communities exists,1
communities experiences,1
communities organized,1
communities particular,1
compact largely,1
companies brands,1
comparative french,1
comparative investigation,1
comparisons international,1
compelling migration,1
compensate limitation,1
competitive bike,1
competitive db,1
complement intervention,1
complement markets,1
complement shared,1
complement substitute,1
complementary addition,1
complementary competitive,1
components park,1
composition integrating,1
compositions weighted,1
comprehend dynamics,1
comprehensive attributes,1
comprehensive demonstration,1
comprehensive emission,1
comprehensive environmental,1
comprehensive extending,1
comprehensive implementation,1
comprehensive picture,1
comprehensive sustainability,1
comprehensive theories,1
comprising centers,1
comprising surveys,1
compromised ab,1
computer vision,1
concentrate move,1
concentrate prefecture,1
concentration mg,1
concentrations demographic,1
concentrations fu,1
concepcion identifies,1
concept diverse,1
concept hamilton,1
concerning trend,1
concerns advancement,1
concerns privacy,1
conclude identifying,1
concluded viewed,1
concludes hamilton,1
concludes providing,1
conclusions sustainable,1
concurrently compromised,1
concurrently selected,1
conditions empirical,1
conditions ill,1
conditions influenced,1
conditions integrating,1
conditions practices,1
conditions purpose,1
conditions soil,1
conducting focus,1
conducting survey,1
confirm individuals,1
confirm lack,1
confirming cases,1
confirms green,1
conflict mor,1
conflicts residential,1
confronted increasing,1
congestion house,1
congestion housing,1
congestion soaring,1
connect mass,1
connect user,1
connected nexus,1
connected variation,1
connected via,1
connected wealth,1
connected zones,1
connecting practice,1
connectivity agent,1
connectivity around,1
connectivity innovative,1
connectivity insufficient,1
consensus quan,1
consequence review,1
consequence staying,1
consequently accommodate,1
consequently difficult,1
consequently sustainability,1
conservation explicit,1
conservation porto,1
conservation sustainable,1
consider cost,1
consider green,1
consider reduced,1
considerations privacy,1
considered housing,1
considered sustainable,1
considering behaviors,1
considering complement,1
considering minute,1
considering obtained,1
considering racial,1
considers relating,1
consistency associated,1
consistency named,1
consistent prior,1
consistently affects,1
consistently missed,1
consists compositions,1
consists temporal,1
constitute routes,1
constitution embedded,1
constrained frequencies,1
construct dimensions,1
construct influencing,1
construct regression,1
construction infectious,1
construction obtained,1
constructions despite,1
consumption addition,1
consumption empirical,1
consumption especially,1
consumption explained,1
consumption falling,1
consumption fossil,1
consumption influential,1
consumption links,1
consumption private,1
consumption resources,1
consumption rises,1
consumption utilizing,1
containing percentage,1
containment measures,1
contaminated soil,1
context amount,1
context aware,1
context canadian,1
context south,1
context suitable,1
context switching,1
contexts month,1
continue record,1
contrast introduced,1
contrast majority,1
contrast predominant,1
contrast utility,1
contrasting characteristics,1
contribute bike,1
contribute literature,1
contribute practical,1
contributed greater,1
contributed residential,1
contributes deeper,1
contributes literature,1
contributes valuable,1
contributing biodiversity,1
contributing growing,1
contributing implementation,1
contributing valuable,1
contributions knowledge,1
contributors highlighting,1
controlling spur,1
controlling user,1
convenience solve,1
convenient flexible,1
conventional districts,1
conventional frequency,1
conventional workplace,1
conversely suburbs,1
cooper robots,1
cooperative taking,1
coordination infrastructure,1
cope pivotal,1
cope stress,1
coping face,1
core pushed,1
core wider,1
cores exhibit,1
cores moreover,1
cores semi,1
cores targeted,1
cores wu,1
corona disease,1
correlated bus,1
correlated congestion,1
correlation another,1
correlation establishes,1
correlation highlight,1
correlation incorporating,1
correlation particularly,1
correlation pro,1
correlation recent,1
correlation speed,1
correlation temporal,1
corresponding consumption,1
cost concerned,1
cost consequently,1
cost red,1
cost sensor,1
costs faster,1
costs sum,1
counter stigma,1
counterparts significance,1
counties attracting,1
countries draw,1
countries food,1
countries minimal,1
countries regarding,1
country classify,1
country fine,1
county california,1
county confirm,1
county pair,1
county pairs,1
county particular,1
coverage negatively,1
covering bordeaux,1
covering distances,1
covering prefecture,1
cpc demonstrate,1
craft sustainable,1
crawling intercity,1
creating designed,1
creating inclusive,1
crisis releasing,1
critical amp,1
critical bike,1
critical definition,1
critical minute,1
critical remains,1
critical safety,1
crossing mini,1
crowd detecting,1
crowded noisy,1
cultural facilities,1
cumulative opportunities,1
currently intermediate,1
currently resides,1
curt trans,1
curve indirectly,1
customer satisfaction,1
cy environments,1
cycling behavior,1
cycling friendly,1
cycling particularly,1
cyclist promote,1
cyclists decreased,1
cyclists reduced,1
dat park,1
day indicating,1
days peak,1
days repeat,1
days return,1
days returned,1
days vacation,1
db convenient,1
db discussed,1
db observed,1
de france,1
de la,1
de qu,1
de several,1
dec associated,1
dec communities,1
dec mega,1
dec metropolitan,1
decade conclusions,1
decade lack,1
december infected,1
decisions move,1
decisions next,1
decisions respond,1
decline followed,1
declines yield,1
declining park,1
deco fusion,1
deco guides,1
deco jointly,1
deco secondary,1
decomposition internal,1
decomposition matrix,1
decomposition mixed,1
decomposition stable,1
decreased average,1
decreased bike,1
decreasing workplace,1
deeper meanings,1
deeper privately,1
define neighbourhoods,1
defined character,1
defined inhabitants,1
defined metro,1
defining neighbourhoods,1
definition implementation,1
del capacities,1
del diversity,1
del driving,1
delayed response,1
delivered sustainable,1
delivery car,1
delta hand,1
delta sichuan,1
demographic addressing,1
demographic centers,1
demographic characteristics,1
demographic contributing,1
demographic environmental,1
demographic indicating,1
demographic resources,1
demographic united,1
demonstrate efficacy,1
demonstrate favorable,1
demonstrate offers,1
demonstrate predict,1
demonstrate varying,1
demonstrated increased,1
demonstrated individual,1
demonstration methodology,1
den centers,1
den ob,1
den proportions,1
dense metro,1
dense northwest,1
density accessibility,1
density ages,1
density commercial,1
density compact,1
density density,1
density domestic,1
density especially,1
density generally,1
density like,1
density mega,1
density potentially,1
density private,1
depend independently,1
depend trajectory,1
depend utilizing,1
dependency triggered,1
dependent housing,1
dependent leap,1
depending circumstances,1
depending specific,1
depends supermarkets,1
depict late,1
deployed establish,1
deployment satellite,1
deposit severe,1
deprivation user,1
deprived neighbourhoods,1
depth restrict,1
derive concurrently,1
derived critical,1
describe quan,1
described suburban,1
deserts additional,1
deserts chile,1
deserts contrast,1
deserts exploring,1
deserts main,1
deserts positions,1
designed environment,1
desirable dwelling,1
desire storey,1
desired accordingly,1
despite increasing,1
despite numerous,1
despite prevalence,1
despite reduced,1
despite rising,1
destinations flow,1
det strong,1
detail rendering,1
detailed view,1
details placing,1
determine individuals,1
determine stage,1
determined environment,1
determining incorporating,1
determining intercity,1
determining purpose,1
detrimental heavy,1
develop analytics,1
develop metric,1
develop plans,1
developed gravity,1
developed interesting,1
developed methodology,1
developed regression,1
developed represent,1
developed sustain,1
developed theoretical,1
developing comprehensive,1
developing housing,1
developing sustainable,1
developments auckland,1
devi opt,1
devices etc,1
diagnosis links,1
diamond shaped,1
diet depends,1
differ conventional,1
differed flow,1
differential incorporating,1
differential migrant,1
differential privacy,1
differentiate emerging,1
differently depending,1
difficult differentiate,1
difficulties house,1
difficulty intensified,1
dim reducing,1
dimension considers,1
dimension food,1
dimension fresh,1
dimension overlooked,1
dimension technique,1
dimension variability,1
dimensions holding,1
dimensions ii,1
dimensions indicators,1
dimensions permits,1
directed enabling,1
directed represent,1
directed temporal,1
directional intercity,1
directions determining,1
directions segregation,1
directly online,1
disadvantaged able,1
disadvantaged achievement,1
disadvantaged elderly,1
disadvantaged examined,1
disadvantaged populations,1
disc especially,1
discourse distances,1
discourse position,1
discovering geographically,1
discovering reflect,1
discussed counter,1
discussed field,1
discussed literature,1
discussed stigma,1
discussion turns,1
discussions participants,1
disease great,1
disease prevention,1
displacement migration,1
display sustainability,1
disrupt events,1
disrupt prosperity,1
disrupt situations,1
dissemination sensitive,1
distances beyond,1
distances greater,1
distances highlighting,1
distances period,1
distances practical,1
distances private,1
distinct french,1
distinct plans,1
distinct southeast,1
distinct sustainability,1
distinctive hierarchical,1
distinctive intercity,1
distinguished peaks,1
distinguished poly,1
distinguishing individual,1
distinguishing pre,1
distributions nationwide,1
distributions preserving,1
distributions providing,1
distributions tested,1
districts essential,1
districts geographic,1
districts hamilton,1
districts quarters,1
disturbances extreme,1
dive accessibility,1
diver international,1
divers intercity,1
diverse anal,1
diverse frequency,1
diverse influencing,1
diverse set,1
diverse situations,1
diversified reduce,1
diversity accessibility,1
diversity diversity,1
diversity dominance,1
diversity driving,1
diversity elements,1
diversity located,1
diversity migrants,1
diversity origin,1
diversity overlooked,1
diversity suggest,1
divide territorial,1
division poly,1
divisions accessibility,1
dog parks,1
domestic private,1
dominance finest,1
dominant force,1
dominated weak,1
dong shanghai,1
door door,1
door facilitating,1
downtown creating,1
draw comparisons,1
drawing onto,1
drinking fountain,1
drive chronic,1
driven anatomy,1
driven approaches,1
driven explores,1
driven flow,1
driven primarily,1
driven quan,1
driven solutions,1
driven younger,1
driving bike,1
driving finally,1
driving forces,1
driving greater,1
drought rains,1
duration recreational,1
dwellers block,1
dwellers preferred,1
dwelling attributes,1
dwelling surrounding,1
dynamic communities,1
dynamic context,1
dynamic del,1
dynamic introduces,1
dynamic measure,1
dynamic ob,1
dynamic satisfy,1
dynamic segregation,1
dynamic wild,1
dynamics capturing,1
dynamics determining,1
dynamics diversity,1
dynamics exhibited,1
dynamics facilitating,1
dynamics feedback,1
dynamics individual,1
dynamics infections,1
dynamics linking,1
dynamics mathematical,1
dynamics net,1
dynamics overlooking,1
dynamics predominant,1
dynamics sustainable,1
early period,1
earnings consumption,1
ease essential,1
east achieving,1
eastern forming,1
ecological environments,1
ecosystems focusing,1
edges shared,1
educated migrants,1
education foster,1
education healthcare,1
education income,1
education leads,1
effectiveness managed,1
effectiveness park,1
efficacy si,1
efficiency promote,1
efficiency valid,1
efforts ecological,1
efforts leverage,1
efforts reduce,1
either alternatives,1
either suburban,1
el ab,1
elderly females,1
elderly residential,1
electric wheeled,1
element adults,1
elements critical,1
elements de,1
eleven stable,1
eli proximity,1
eliminating reliance,1
elusive del,1
em deeper,1
em geographic,1
embedded society,1
emerge individuals,1
emergency response,1
emerging divisions,1
emerging examine,1
emerging mondays,1
emerging specific,1
emission atmospheric,1
emission dec,1
emission reduction,1
emission run,1
emotions basis,1
emotions behaviors,1
emotions considering,1
emphasis sustainable,1
emphasize user,1
emphasized residential,1
emphasizing diversity,1
empirical addressed,1
empirical contribute,1
empirical contributions,1
empirical indicate,1
empirical investigates,1
empirical investigation,1
empirical migration,1
empirical observations,1
empirical papers,1
empirical ways,1
employ hierarchical,1
employed address,1
employed counterparts,1
employed employed,1
employed extract,1
employed heat,1
employing computer,1
employing integrated,1
employing novel,1
employing stage,1
employment commercial,1
employment density,1
employment residential,1
employs app,1
employs combination,1
empowerment care,1
en correlation,1
en deco,1
en depend,1
enable privacy,1
enabling capture,1
encoded trajectory,1
encompasses greater,1
encounter limitations,1
end focuses,1
end individual,1
enhanced los,1
enhanced sustainable,1
enhanced underground,1
enhancement rice,1
enhancement sustainable,1
enhancement vegetation,1
enhancing citizens,1
enhancing diversity,1
enhancing environmental,1
enhancing infrastructure,1
enhancing relying,1
enhancing scala,1
enough several,1
ensure balance,1
ensure parks,1
ensuring connectivity,1
entertainment entropy,1
entropy downtown,1
entropy healthcare,1
entry point,1
environment afford,1
environment behavior,1
environment beijing,1
environment bike,1
environment categorized,1
environment characteristics,1
environment db,1
environment dock,1
environment essential,1
environment flows,1
environment food,1
environment indicated,1
environment meets,1
environment populations,1
environment serve,1
environment sustainable,1
environmental assessments,1
environmental behaviour,1
environmental corresponding,1
environmental demographic,1
environmental enhancement,1
environmental housing,1
environmental injustice,1
environmental leverage,1
environmental limitations,1
environmental notable,1
environmental pressures,1
environmental protection,1
environmental reduce,1
environmental situations,1
environmental sound,1
environmental transformation,1
environments barcelona,1
environments following,1
environments highlights,1
environments must,1
epa environmental,1
epidemic measures,1
episodes structural,1
equal amenities,1
equally greatly,1
equally others,1
equally particularly,1
equation formulated,1
equation lens,1
equipped free,1
equity european,1
equity favor,1
equity integration,1
equity investigating,1
equity justice,1
equity offering,1
equity shared,1
escaping metropolis,1
especially field,1
especially metro,1
especially pertaining,1
especially predictions,1
especially suburbs,1
especially weak,1
essential aspects,1
essential creating,1
essential maintaining,1
essential means,1
essential regulate,1
essential threshold,1
est evaluating,1
est ground,1
establish hoc,1
establish random,1
establish solid,1
established approaches,1
established birds,1
established literature,1
established novel,1
established performance,1
establishes influencing,1
estimate indicate,1
estimate infections,1
estimate marginal,1
estimated explain,1
estimates climate,1
estimation pm,1
etc dwellers,1
euro mediterranean,1
europe northern,1
european countries,1
european individual,1
european malmo,1
evaluating environmental,1
evaluating minute,1
evaluating qu,1
even seasonal,1
even similar,1
even tier,1
even years,1
event pl,1
events beneficial,1
events climate,1
events poses,1
events secondly,1
ever recorded,1
evolution biodiversity,1
evolution origin,1
evolution supporting,1
evolution transformation,1
evolve throughout,1
examination migration,1
examine bus,1
examine ideas,1
examine influences,1
examine pre,1
examined bus,1
examined changed,1
examined uneven,1
examines predict,1
examining bus,1
examining institutional,1
examining quan,1
examining residential,1
example meanings,1
example novel,1
exclusion majority,1
exclusively targeting,1
exhibit closer,1
exhibit hill,1
exhibit point,1
exhibit positively,1
exhibit preference,1
exhibit residences,1
exhibited demographic,1
exhibits marginal,1
exists pre,1
exists purposes,1
expanding knowledge,1
expands sources,1
expected assist,1
expected liv,1
experience battery,1
experience chronic,1
experience countries,1
experience offers,1
experience persistent,1
experienced decline,1
experienced pronounced,1
experiences conclude,1
experiences expanding,1
experiences housing,1
experiences likely,1
experiences segregation,1
experiencing chronic,1
experiencing content,1
experiencing faster,1
experiencing net,1
experiment physiological,1
experimental indicate,1
experimental indicated,1
experiments demonstrate,1
experiments synthetic,1
explain adoption,1
explained neighborhood,1
explained regression,1
explicit aids,1
explicit temporal,1
explicitly construct,1
explicitly depict,1
explicitly represent,1
explicitly test,1
exploit address,1
explored equity,1
explored notably,1
explored societal,1
explores accessibility,1
explores diversity,1
explores minute,1
exploring dimension,1
exploring environment,1
exploring link,1
exploring priorities,1
expressed desire,1
expressed example,1
expression genes,1
expression rice,1
extending discourse,1
extending major,1
extending operational,1
extending towns,1
extends differential,1
extensive covering,1
extensive explored,1
extent poverty,1
extent proven,1
external consistency,1
external practice,1
extract behavior,1
extract crowd,1
extract semantics,1
extract stable,1
extracted matrix,1
extracted origin,1
extracted singular,1
extreme climate,1
fabric paradigm,1
face amplified,1
face heightened,1
face increasingly,1
facilitate equity,1
facilitate stigma,1
facilitate terms,1
facilitating behaviors,1
facilitating equity,1
facilitating informed,1
facilitating last,1
facilities along,1
facilities job,1
facilities maintain,1
facilities restroom,1
facilities sustained,1
facility presented,1
facing net,1
fall capturing,1
falling poverty,1
far pro,1
farmer vulnerability,1
farmers respond,1
farmers responses,1
farmers vulnerability,1
farther parks,1
faster initial,1
faster salary,1
favor concept,1
favor income,1
favorable utility,1
fe rice,1
feedback planners,1
females car,1
field nutrition,1
field particularly,1
field segregation,1
field sports,1
fifty years,1
file canada,1
fill examined,1
finally interpret,1
finally valuable,1
