Phrase,Frequency
compact route,1
compact sustainable,1
comparative experiments,1
complexity order,1
component typically,1
comprehensive interventions,1
comprehensive sustainable,1
comprise conflicting,1
computational complexity,1
computational modeling,1
computational solution,1
concentrate coastal,1
concentrate identifying,1
concept attention,1
conditions become,1
conditions memory,1
conditions set,1
configurations major,1
confines limited,1
confirm achieve,1
confirming effectiveness,1
conflicting dilemma,1
congestion simultaneously,1
connection throughout,1
connection transit,1
connectivity dense,1
connectivity emerging,1
connectivity maintaining,1
connectivity ua,1
conquer concept,1
consequences efficiency,1
consequently implies,1
consequently noise,1
considerable statistical,1
considered indicators,1
considered solving,1
considering flood,1
consisting measures,1
consisting real,1
consists dynamic,1
constraints formulated,1
context facilitating,1
context incorporating,1
context meet,1
context proposal,1
context scientific,1
continues forms,1
contrasts line,1
controlled ua,1
conventional coverage,1
converting diverse,1
coordination rides,1
core interventions,1
core introduction,1
correlation formula,1
correlation indicators,1
cost cb,1
cost confirming,1
cost environmental,1
cost wide,1
costs electric,1
costs encourage,1
countries addressing,1
countries discover,1
coverage efficiency,1
coverage green,1
coverage maxim,1
coverage nearby,1
coverage works,1
covering problem,1
crisis protocols,1
crisis sustainable,1
criteria assigns,1
criteria flood,1
criteria measure,1
critic determine,1
critic maximum,1
critical climate,1
critical logistics,1
crowds recently,1
crowds total,1
crowds transformed,1
currently world,1
customers determine,1
cycling around,1
cyclists actively,1
day even,1
day white,1
deal safety,1
decent promoted,1
decent then,1
defined source,1
delivery real,1
delivery tasks,1
demands stimulate,1
demonstrate practical,1
demonstrating promising,1
dense layout,1
dense setting,1
densely populated,1
density affecting,1
density become,1
density changed,1
density recommendation,1
density zones,1
depend excellent,1
depends recommended,1
deployed bus,1
derived tier,1
designed assist,1
designed determine,1
despite significance,1
destinations transit,1
det inevitable,1
det temporal,1
detail tests,1
determined empirical,1
determines route,1
determining optimal,1
develop methodology,1
developed densely,1
developed exhibit,1
developed extensive,1
developed technical,1
developing intelligent,1
devi conventional,1
devices popularity,1
dictated contrasts,1
digital application,1
digital assignment,1
digital digital,1
digital twins,1
dilemma establish,1
dilemma wish,1
dim uniform,1
directed ac,1
disasters recent,1
discover correlation,1
discuss approaches,1
distances optimal,1
distances routes,1
distinct not,1
distinct weights,1
districts practical,1
diverse expressions,1
diverse interventions,1
diverse ras,1
divide conquer,1
divided problems,1
dominated forces,1
dr introduces,1
dr ua,1
dynamic deployed,1
dynamic forecast,1
dynamic generate,1
dynamic issuing,1
dynamic logistics,1
dynamic performance,1
dynamic programming,1
early warnings,1
ecological face,1
economically developed,1
edges mixed,1
effectiveness charging,1
efficiency commercial,1
efficiency hot,1
efficiency offer,1
efficiency proposing,1
efforts being,1
efforts flood,1
electric ev,1
electric routing,1
eliminating mc,1
emergency main,1
emergency shelters,1
emerges route,1
emerging field,1
empirical demonstrate,1
empirical density,1
empirical measure,1
employing digital,1
enable reduction,1
enables bid,1
enables establish,1
encompassed particular,1
encourage prior,1
encouraged graphical,1
end points,1
engage outdoor,1
engaging despite,1
engineering assign,1
engineering reasonable,1
entire green,1
entropy emerges,1
entropy moran,1
entropy train,1
environment proposes,1
environmental costs,1
environmental ecological,1
environmental engineering,1
environmental fills,1
environmental noise,1
environments demonstrating,1
environments obtain,1
environments problems,1
equity lens,1
equivalent choice,1
especially equity,1
establish flood,1
establish given,1
establish his,1
establish strategic,1
established generate,1
established identification,1
etc performed,1
europe spanish,1
ev logistics,1
ev routing,1
evacuation routes,1
evaluated simulated,1
even sharpe,1
events frequently,1
exceeding rms,1
excellent ua,1
exhibit mc,1
expansion hence,1
experimental achieve,1
experimental experimental,1
experimental late,1
experimental reduces,1
experimental shows,1
experimental suggest,1
experiments cheng,1
experiments real,1
explain pedestrian,1
exploration navigation,1
exploring pedestrian,1
exponential illustrated,1
expressions mc,1
extends dynamic,1
extensive application,1
extensive experimental,1
extensive suitable,1
extent reduce,1
extreme gradient,1
extreme weather,1
face offering,1
facilitating extensive,1
faster computational,1
featuring driven,1
few applied,1
field numerous,1
fills consequences,1
finally comparative,1
finally ua,1
fleet window,1
fleets advancing,1
fleets formula,1
flight configurations,1
flight determines,1
flight path,1
flight paths,1
flights manual,1
flood attribute,1
flood critical,1
flood evacuation,1
flood risks,1
flooding coastal,1
flooding density,1
flow internet,1
focus prevention,1
focus traditional,1
focused transit,1
forces districts,1
forest rf,1
forms intervention,1
formula cb,1
formulated featuring,1
formulated theoretical,1
formulation friendly,1
formulation mc,1
fortunately tasks,1
francisco implemented,1
frequency pedestrians,1
frequently occur,1
friendly engineering,1
function any,1
function experimental,1
function extensive,1
function hd,1
functionality only,1
functions applications,1
further outcomes,1
further pack,1
further step,1
further valid,1
gaps introduces,1
gate integrated,1
generally no,1
generate pollution,1
generate schemes,1
generated empirical,1
generation schemes,1
geographic offers,1
geographically weighted,1
germany experimental,1
gin shannon,1
given backdrop,1
given nature,1
governments formula,1
gradient boost,1
graphic named,1
graphical tab,1
greedy manner,1
greedy platform,1
green devi,1
green environmental,1
green hinges,1
green inherently,1
green measured,1
green routes,1
green tours,1
grid technology,1
growing other,1
growing poses,1
guide towards,1
hand applied,1
hazard identification,1
hazard zones,1
hd divide,1
hd experiments,1
hd further,1
hd real,1
help route,1
hence integrating,1
her views,1
highlight incorporating,1
highly interpret,1
hinges suit,1
his her,1
holds practical,1
hot bothered,1
hot present,1
hot reduce,1
hottest summer,1
hour prediction,1
hr wall,1
ic software,1
identification density,1
identification determined,1
identification established,1
identification macau,1
identification scenarios,1
identification tool,1
identification width,1
identifying routes,1
idle fortunately,1
ignore real,1
ignoring context,1
illustrated extent,1
implement emergency,1
implementation crisis,1
implementation decent,1
implementation finally,1
implementation grid,1
implemented performance,1
implemented widespread,1
implications proper,1
implies situations,1
improved colony,1
improved transform,1
inadequate expansion,1
inc maintaining,1
inc modes,1
included measure,1
incorporating especially,1
incorporating weight,1
increasing availability,1
increasing prominence,1
increasing threat,1
increasingly profound,1
indicators gin,1
indicators shannon,1
induced interventions,1
industries tend,1
industry response,1
inevitable customized,1
influenced planner,1
infrastructure routes,1
inherently considered,1
inherently generally,1
insertion operation,1
installations sound,1
instrument further,1
integral realized,1
integrated digital,1
integrated transform,1
integrated variable,1
integrating noise,1
intelligent io,1
intended tool,1
intensity decent,1
intensity frequency,1
interdisciplinary methodology,1
interface api,1
intermediate growing,1
international advocacy,1
internet portable,1
internet things,1
interpret offering,1
intervention comprehensive,1
interventions climate,1
interventions planned,1
interventions sustainable,1
interventions terms,1
interventions variations,1
introduced collected,1
introduced cost,1
introduces dynamic,1
introduces hierarchical,1
introduces maximal,1
introducing bias,1
introducing near,1
introduction implementation,1
involving customers,1
io context,1
io problem,1
io staggered,1
issuing early,1
judgment thus,1
junctions treated,1
keep idle,1
knowledge operations,1
lan rides,1
language processing,1
last mile,1
layout load,1
ld late,1
leads bus,1
leisure green,1
lens une,1
light ada,1
likely highlight,1
limitations proposing,1
limitations reinforcement,1
limitations wide,1
limited challenging,1
line density,1
line designed,1
line detail,1
line discuss,1
line shaped,1
line transform,1
line way,1
lines mc,1
load municipal,1
locating all,1
logistics industry,1
lower all,1
lower made,1
ltd establish,1
ma along,1
macau carried,1
macau peninsula,1
macau scenario,1
machine route,1
made emergency,1
made help,1
main societies,1
maintaining average,1
maintaining challenging,1
major limitations,1
manner alternatives,1
manner dim,1
manner mp,1
manual flight,1
manufacturer hr,1
mathematical divided,1
maxim lines,1
maximal covering,1
maximum coverage,1
maximum entropy,1
mc considering,1
mc criteria,1
mc digital,1
mc pseudo,1
measure manner,1
measure specific,1
measure universal,1
measured taking,1
measures reduce,1
measuring intervention,1
mechanism ld,1
meet demands,1
meet user,1
memory limitations,1
meteorological monitoring,1
methodology applies,1
methodology knowledge,1
mile connection,1
minimize adverse,1
mining cycling,1
mining yielding,1
mixed integer,1
mode but,1
modes response,1
monitoring further,1
moran br,1
mounting temporary,1
mp extends,1
mp further,1
mp packs,1
mp route,1
municipal coastal,1
named order,1
national meteorological,1
nature mathematical,1
navigation dynamic,1
navigation personal,1
navigation ua,1
near optimal,1
nearby line,1
nec formulation,1
necessary reducing,1
neighborhood experimental,1
no specific,1
nodes junctions,1
noise all,1
noise enable,1
noise estimation,1
noise necessary,1
noise ordered,1
noise pollution,1
noise strategic,1
noise sustainable,1
not addressed,1
novel achieve,1
novel avenues,1
novel informed,1
numerical application,1
numerous applications,1
observed lower,1
obtain solutions,1
occur coastal,1
offer europe,1
offering engaging,1
offering novel,1
offers integrated,1
only inc,1
only intended,1
operation assigns,1
operations specifically,1
operator controlled,1
optimal computational,1
optimal green,1
optimal single,1
order correlation,1
order graphic,1
order schedule,1
order then,1
orders cb,1
orders leads,1
ordinary regression,1
other hand,1
out compact,1
out info,1
out trained,1
outcomes increasingly,1
outdoor adopt,1
overlook dynamic,1
pack platform,1
packs requests,1
paradigm semantic,1
particular entire,1
particular proposes,1
past stated,1
path similar,1
path size,1
path valid,1
paths addresses,1
pathways developing,1
pedestrian behavior,1
pedestrian destinations,1
pedestrian undertaken,1
pedestrians hot,1
pedestrians likely,1
peninsula flood,1
perceived walking,1
performance cb,1
performance considering,1
performance evaluated,1
performance stage,1
performed exceeding,1
performed randomly,1
periods given,1
personal query,1
pivotal converting,1
pivotal pathways,1
planned routes,1
planner subjective,1
platform integral,1
platforms coordination,1
platforms manner,1
platforms problem,1
point gaps,1
points dictated,1
pollution poses,1
pollution problem,1
pollution resolution,1
popularity crowds,1
populated along,1
populations industries,1
portable devices,1
poses dilemma,1
poses distinct,1
poses understand,1
possibly exponential,1
potentially introducing,1
power flow,1
practical computational,1
practical implications,1
practical novel,1
practical theoretical,1
precisely context,1
prediction function,1
prepared consequently,1
prepared locating,1
prepared risky,1
presence infrastructure,1
present countries,1
presented line,1
presented roads,1
pressures boom,1
prevention efforts,1
primarily concentrate,1
principles queue,1
prior compact,1
problem fleet,1
problem focus,1
problem greedy,1
problem introducing,1
problem lines,1
problem mp,1
problem reinforcement,1
problem scala,1
problem spreading,1
problems component,1
problems customers,1
problems few,1
problems ignore,1
problems integer,1
problems introduces,1
problems involving,1
problems overlook,1
professional introduced,1
profound unlike,1
programming derived,1
programming formulation,1
programming insertion,1
programming interface,1
progress minimize,1
prominence disasters,1
promising applications,1
promoted resulted,1
proper interventions,1
proposal implementation,1
proposes assessing,1
proposes comprehensive,1
proposes novel,1
proposing interdisciplinary,1
proposing reinforcement,1
protocols consisting,1
prove useful,1
pseudo equivalent,1
query hour,1
queue undertake,1
random forest,1
randomly generated,1
randomly selected,1
rank mounting,1
ranking function,1
ras established,1
rate practical,1
rational pivotal,1
rational restriction,1
real advancement,1
real critical,1
real implementation,1
real platform,1
real problems,1
real query,1
realized consisting,1
reasonable flooding,1
reasonable schemes,1
recent years,1
recently rides,1
recommend cycling,1
recommend routes,1
recommendation cycling,1
recommendation informed,1
recommendation paradigm,1
recommendation primarily,1
recommendation unfamiliar,1
recommended developed,1
recommended routes,1
reduce environmental,1
reduce pedestrian,1
reduce willingness,1
reduces cost,1
reducing costs,1
reducing twin,1
reduction hottest,1
reduction noise,1
reduction typical,1
regression empirical,1
regression geographically,1
regression statistical,1
regression suggest,1
reinforcement called,1
reinforcement cannot,1
reinforcement capture,1
reinforcement considered,1
reinforcement problem,1
reinforcement robust,1
reinforcement utilizing,1
rejected workers,1
reliability hd,1
replica any,1
requests ranking,1
requests rejected,1
required against,1
resolution then,1
response climate,1
response congestion,1
responsive transit,1
restriction businesses,1
restriction holds,1
restriction periods,1
restriction restriction,1
restriction scientific,1
restrictions internet,1
resulted dominated,1
resulting generation,1
revenue platforms,1
rf light,1
rides crowds,1
rides platforms,1
rides problem,1
riding walking,1
risky being,1
rms national,1
roads developed,1
roads functionality,1
robust reliability,1
route attributes,1
route coverage,1
route defined,1
route flood,1
route lan,1
route maximum,1
route poses,1
route rides,1
route riding,1
route selection,1
route task,1
routes acoustic,1
routes active,1
routes affected,1
routes associated,1
routes car,1
routes countries,1
routes density,1
routes dynamic,1
routes green,1
routes ignoring,1
routes lower,1
routes real,1
routes recommended,1
routing comparative,1
routing restrictions,1
safety prepared,1
safety sustainable,1
salesman problem,1
sampled upon,1
sampling introduced,1
sampling recommend,1
sampling recommendation,1
san francisco,1
scala suitable,1
scala ua,1
scenarios indicators,1
scenarios several,1
scenarios unity,1
schedule routing,1
schemes confines,1
schemes cost,1
schemes varying,1
scientific charging,1
scientific reasonable,1
segments become,1
selected routes,1
selection green,1
semantic mining,1
sensitivity establish,1
sensor installations,1
set classification,1
set san,1
several conditions,1
several depend,1
several route,1
shaped green,1
sharpe reduction,1
shelter against,1
shelters against,1
shelters emergency,1
shelters reduce,1
shift route,1
shows algorithms,1
sidewalk width,1
signal via,1
significance aiding,1
significance route,1
similar consequently,1
similar only,1
similarity orders,1
simulated real,1
simultaneously implemented,1
single line,1
situations uncertainty,1
size log,1
sky view,1
so climate,1
societies way,1
software manufacturer,1
software other,1
solution determining,1
solution faster,1
solution problem,1
solutions other,1
solving logistics,1
solving traditional,1
some requests,1
sound environment,1
sound identification,1
source terms,1
spanish stand,1
specific diverse,1
specific start,1
specifically adopting,1
spreading inadequate,1
stage training,1
stand out,1
start end,1
stated becoming,1
statistical perceived,1
statistical presented,1
step adopted,1
step test,1
stimulate progress,1
stop order,1
stops temporal,1
strategic deal,1
strategic terms,1
subjective judgment,1
suggest considerable,1
suggest hd,1
suggest shift,1
suit influenced,1
suitable intermediate,1
suitable real,1
summer boston,1
superior solution,1
supply some,1
sustainable context,1
sustainable digital,1
sustainable employing,1
sustainable nec,1
sustainable transition,1
sustainable way,1
tab visual,1
taking account,1
targeted walking,1
tasks actor,1
tasks workers,1
taxi trajectory,1
technical route,1
technology enables,1
temporal environments,1
temporal order,1
temporal reinforcement,1
temporal route,1
temporal similarity,1
temporal solving,1
temporary shelters,1
tend concentrate,1
terms coverage,1
terms implement,1
terms intensity,1
terms signal,1
test ua,1
tests randomly,1
then computational,1
then performed,1
then they,1
theoretical core,1
theoretical significance,1
thermal climate,1
thermal comfort,1
they ordinary,1
threat flooding,1
throughout flight,1
thus potentially,1
thus reducing,1
thus understand,1
tier improved,1
tool developed,1
tool similar,1
tools sensitivity,1
top digital,1
topics leisure,1
topics mining,1
total revenue,1
tours clearly,1
towards core,1
train determine,1
trained random,1
training actor,1
trajectory set,1
transform candidate,1
transform capture,1
transform hd,1
transformed supply,1
transit pedestrian,1
transit reduction,1
transit routes,1
transition efforts,1
traveling salesman,1
treated edges,1
turns sidewalk,1
twin pressures,1
twins pivotal,1
typical summer,1
typically focus,1
ua designed,1
ua flights,1
ua functions,1
ua platform,1
ua several,1
uncertainty comprise,1
understand affects,1
understand primary,1
undertake criteria,1
undertaken summer,1
une consequences,1
unfamiliar cyclists,1
uniform platform,1
uniform possibly,1
unity confirm,1
universal thermal,1
unlike past,1
upon suggest,1
urgent problem,1
useful aimed,1
user particular,1
users recommend,1
utc explain,1
utility principles,1
utilizing improved,1
valid borough,1
valid scenarios,1
variable neighborhood,1
variations required,1
varying width,1
vegetation sky,1
via performance,1
view included,1
views rank,1
visual tools,1
walk thus,1
walking finally,1
walking mode,1
walking uniform,1
wall ltd,1
warming combination,1
warnings top,1
way aims,1
way coverage,1
way warming,1
weather events,1
weight mechanism,1
weighted regression,1
weights diverse,1
weights geographic,1
white observed,1
wide adoption,1
wide path,1
widespread restriction,1
width amenities,1
width limited,1
width presence,1
window constraints,1
wish engage,1
work proposes,1
workers greedy,1
workers keep,1
workers platforms,1
works point,1
world economically,1
world scenarios,1
world taxi,1
years made,1
yielding highly,1
zones density,1
zones guide,1
