Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,author15,author16,author17,author18,author19,author20,author21,author22,author23,author24,author25,author26,author27,author28,author29,author30,author31,author32,author33,author34,author35,author36,author37,author38,author39,author40,author41,author42,author43,author44,author45,author46,author47,author48,author49,citation,conference,journal/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,publish time,title
Row_351,"This study investigated the spatial and temporal variations of PM2.5 concentrations in Harbin, China, under the influence of meteorological parameters and gaseous pollutants. The complex relationship between meteorological parameters and pollutants was explored using Pearson correlation analysis and interaction effect analysis. Using the correlation analysis and interaction analysis methods, four mechanical learning models, PCC-Is-CNN, PCC-Is-LSTM, PCC-Is-CNN-LSTM and PCC-Is-BP neural network, were developed for predicting PM2.5 concentration in different time scales by combining the long-term and short-term data with the basic mechanical learning models. The results show that the PCC-Is-CNN-LSTM model has superior prediction performance, especially when integrating short-term and long-term historical data. Meanwhile, applying the model to cities in other climatic zones, the results show that the model performs well in the Dwa climatic zone, while the prediction performance is lower in the CWa climatic zone. This suggests that although the model is well adapted in regions with a similar climate to Harbin, model performance may be limited in areas with complex climatic conditions and diverse pollutant sources. This study emphasizes the importance of considering meteorological and pollutant interactions to improve the accuracy of PM2.5 predictions, providing valuable insights into air quality management in cold regions.","Han, Dongliang","Shi, Luyang","Wang, Mingqi","Zhang, Tiantian","Zhang, Xuedan","Li, Baochang","Li, Jing","Tan, Yufei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,SCIENCE OF THE TOTAL ENVIRONMENT,MET parameters,Interaction effect,Deep learning,Prediction,PM2.5,,,,,,,,,,DEC 1 2024,"Variation pattern, influential factors, and prediction models of PM2.5 concentrations in typical urban functional zones of northeast China"
Row_376,"The hygroscopicity of organic aerosol (kappa(OA)) plays a crucial role in cloud droplet activation and aerosol-radiation interactions. This study investigated the viability of an optical scatter monitor system, featuring two nephelometric monitors (pDR-1500), to determine kappa(OA) after knowing the aerosol chemical composition. This system was operated during a mobile lab deployment on Long Island in the summer of 2023, which was executed to coordinate with the Atmospheric Emissions and Reactions Observed from Megacities to Marine Areas (AEROMMA) field campaign. The derived kappa(OA) under subsaturated high-humidity conditions (RH between 85 % and 95 %) were categorized based on different aerosol sources, including wildfire aerosol, urban aerosol, and aerosol from rural conditions. The kappa(OA )and the OA O:C ratio exhibited linear positive relationships for the urban aerosol and the aerosol from rural conditions, with a much higher slope (0.50 vs. 0.24) for the latter. However, there was no clear relationship between kappa(OA) and the OA O:C ratio observed during each period affected by wildfire plumes. The system proposed here could be widely applied alongside the current aerosol component measurement systems, providing valuable insights into the large-scale spatial and temporal variations in OA hygroscopicity.","Zhang, Jie","Zhu, Tianyu","Catena, Alexandra","Li, Yaowei","Schwab, Margaret J.","Liu, Pengfei","Asa-Awuku, Akua","Schwab, James",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,ATMOSPHERIC CHEMISTRY AND PHYSICS,,,,,,,,,,,,,,,DEC 5 2024,Technical note: Quantified organic aerosol subsaturated hygroscopicity by a simple optical scatter monitor system through field measurements
Row_381,"Rapid urbanization has precipitated significant anthropogenic pollution (nutrients and pathogens) in urban rivers and their receiving systems, which consequentially disrupted the compositions and assembly of bacterial community within these ecosystems. However, there remains scarce information regarding the composition and assembly of both planktonic and benthic bacterial communities as well as pathogen distribution in such environments. In this study, full-length 16S rRNA gene sequencing was conducted to investigate the bacterial community composition, interactions, and assembly processes as well as the distribution of potential pathogens along a riverine-coastal continuum in Shenzhen megacity, China. The results indicated that both riverine and coastal bacterial communities were predominantly composed of Gammaproteobacteria (24.8 +/- 12.6 %), Alphaproteobacteria (16.1 +/- 9.8 %), and Bacteroidota (14.3 +/- 8.6 %), while sedimentary bacterial communities exhibited significantly higher diversity compared to their planktonic counterparts. Bacterial community patterns exhibited significant divergences across different habitats, and a significant distance -decay relationship of bacterial community similarity was particularly observed within the urban river ecosystem. Moreover, the urban river ecosystem displayed a more complex bacterial co -occurrence network than the coastal ecosystem, and a low ratio of negative:positive cohesion suggested the inherent instability of these networks. Homogeneous selection and dispersal limitation emerged as the predominant influences on planktonic and sedimentary bacterial communities, respectively. Pathogenic genera such as Vibrio , Bacteroides , and Acinetobacter , known for their roles in foodborne diseases or wound infection, were also identified. Collectively, these findings provided critical insights into bacterial community dynamics and their implications for ecosystem management and pathogen risk control in riverine and coastal environments impacted by rapid urbanization.","Liang, Hebin","Huang, Jin","Xia, Yu","Yang, Ying","Yu, Yang","Zhou, Kai","Lin, Lin","Li, Xiaoyan","Li, Bing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,SCIENCE OF THE TOTAL ENVIRONMENT,Urbanization,Full-length 16S rRNA gene sequencing,Bacterial community,Assembly process,Pathogen distribution,,,,,,,,,,JUL 15 2024,Spatial distribution and assembly processes of bacterial communities in riverine and coastal ecosystems of a rapidly urbanizing megacity in China
Row_384,"Understanding urban vertical structures, particularly building heights, is essential for examining the intricate interaction between humans and their environment. Such datasets are indispensable for a variety of applications, including climate modeling, energy consumption analysis, and socioeconomic activities. Despite the importance of this information, previous studies have primarily focused on estimating building heights regionally at the grid scale, often resulting in datasets with limited coverage or spatial resolution. This limitation hampers comprehensive global analysis and the ability to generate actionable insights at finer scales. In this study, we developed a global building height map at the building footprint scale by leveraging Earth Observation (EO) datasets and advanced machine learning techniques. Our approach integrated multisource remote-sensing features and building morphology features to develop height estimation models using the extreme gradient boosting (XGBoost) regression method across diverse global regions. This methodology allowed us to estimate the heights of individual buildings worldwide, culminating in the creation of the three-dimensional (3D) Global Building Footprints (3D-GloBFP) dataset for the year 2020. Our evaluation results show that the height estimation models perform exceptionally well at a global scale, with R-2 values ranging from 0.66 to 0.96 and root-mean-square errors (RMSEs) ranging from 1.9 to 14.6 m across 33 subregions. Comparisons with other datasets demonstrate that 3D-GloBFP closely matches the distribution and spatial pattern of reference heights. Our derived 3D global building footprint map shows a distinct spatial pattern of building heights across regions, countries, and cities, with building heights gradually decreasing from the city center to the surrounding rural areas. Furthermore, our findings indicate disparities in built-up infrastructure (i.e., building volume) across different countries and cities. China is the country with the most intensive total built-up infrastructure (5.28x10(11) m(3), accounting for 23.9 % of the global total), followed by the USA (3.90x10(11) m(3), accounting for 17.6 % of the global total). Shanghai has the largest volume of built-up infrastructure (2.1x10(10) m(3)) of all representative cities. The derived building-footprint-scale height map (3D-GloBFP) reveals the significant heterogeneity in urban built-up environments, providing valuable insights for studies on urban socioeconomic dynamics and climatology. The 3D-GloBFP dataset is available at https://doi.org/10.5281/zenodo.11319912 (Building height of the Americas, Africa, and Oceania in 3D-GloBFP; Che et al., 2024c), https://doi.org/10.5281/zenodo.11397014 (Building height of Asia in 3D-GloBFP; Che et al., 2024a), and https://doi.org/10.5281/zenodo.11391076 (Building height of Europe in 3D-GloBFP; Che et al., 2024b).","Che, Yangzi","Li, Xuecao","Liu, Xiaoping","Wang, Yuhao","Liao, Weilin","Zheng, Xianwei","Zhang, Xucai","Xu, Xiaocong","Shi, Qian","Zhu, Jiajun","Zhang, Honghui","Yuan, Hua","Dai, Yongjiu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,EARTH SYSTEM SCIENCE DATA,,,,,,,,,,,,,,,NOV 25 2024,3D-GloBFP: the first global three-dimensional building footprint dataset
Row_387,"Disparities between the supply of nighttime economic services and the demand of local residents have caused a series of problems. By linking massive mobile phone data and an anchor-based activity inference algorithm, we propose a data-driven framework to quantify the separate development of the nighttime economy and housing from a human activity standpoint. The framework includes three perspectives: individual travel distance, imbalance ratio distribution, and the spatial structure of the nighttime economy-housing interactions. Using the city of Shenzhen as the case study area, we explored the corresponding nighttime economy-housing separation patterns. A series of comparative analyses with the job-housing separation were conducted for comparison. The analysis results indicate that the separate development of the nighttime economy and housing is a common and alarming phenomenon. Over 15 % of the nighttime economic activities occurred over 5 km from the residents' homes. Residents preferred to conduct their nighttime economic activities closer to home than commuting for the same. Residents' nighttime economic activities have formed a relatively fixed spatial structure. The possible causes are explored in terms of economic development, scale effects, and administrative divisions. This study contributes to a more holistic understanding of the nighttime economy. Our findings can promote the nighttime economy development and inform urban renewal policy.","Li, Mingxiao","Tu, Wei","Tong, Huan","Cao, Jinzhou","Zhong, Chen","Zhang, Hengcai","Zhu, Jiasong","Li, Qingquan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,CITIES,Nighttime economy,Nighttime economy -housing separation,Human activity,Mobile phone data,,,,,,,,,,,MAY 2024,"Quantifying the nighttime economy-housing separation from a human activity standpoint: A case study in Shenzhen, China"
Row_389,"Balancing supply and demand in Nature -based Recreation (NbR) has the potential to yield co -benefits across multiple Ecosystem Services (ES), helping to make tourism activities more sustainable. However, a comprehensive understanding of supply -demand mismatches in NbR is challenging due to the complex interaction among various social, economic and ecological factors. This paper investigates mismatches in NbR supply and demand to provide insights for informing spatial and regional planning to achieve sustainable tourism. To this end, the paper uses a wide range of indicators such as biophysical attributes, accessibility and social indicators to map and assess NbR supply and demand, followed by the application of spatial statistics to analyse supplydemand mismatches. Cluster analysis was performed based on the supply -demand relationship to identify a typology of NbR ES across the study area in the north of Iran. The paper proposes an innovative application of recreation ES bundles with potential implications for sustainable tourism in a region marked as a hot spot for tourism. The analysis generated a typology of five bundles of NbR ES with differing recreational opportunities. Bundles 1 and 2, characterized by a supply surplus and substantial ecological value, are suitable for NbR activities such as camping, hiking, climbing, and birdwatching. In contrast, bundle 4 and 5 associated with urban centres, experience a supply deficit, making them less suitable for NbR. Bundle 3, characterized by a mixture of natural and productive lands, plays an important role in maintaining a balanced supply -demand state. This region holds potential for diverse forms of tourism, including rural and agricultural recreation such as farm tours and farm life experiences. Based on findings, the paper provides valuable insights for spatial and regional planning by proposing targeted strategies to sustainably manage tourism activities.","Ghasemi, Mitra","Gonzalez-Garcia, Alberto","Charrahy, Zabih","Serrao-Neumann, Silvia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,SCIENCE OF THE TOTAL ENVIRONMENT,Ecosystem services,Cluster analysis,Spatial planning,Regional planning,Iran,Landscape planning,,,,,,,,,APR 20 2024,Utilizing supply-demand bundles in Nature-based Recreation offers insights into specific strategies for sustainable tourism management
Row_390,"Utilizing the framework of environmental health risk assessment and healing, the article reviews the effectiveness and potential of green space systems in mitigating the impact of high temperatures, promoting mental health, and improving the risk characteristics of high-temperature heat waves. We utilized CiteSpace software to conduct a time-zone analysis of the relationship between heatwaves, green spaces, and health using clustered data from 2001 to 2023. This study evaluates the role of green space systems in mitigating high temperatures and enhancing mental health within the environmental health risk assessment framework. Using CiteSpace software, we analyzed literature from 2001 to 2023, focusing on the interactions among heatwaves, green spaces, and health. Our results indicate that most existing research concentrates on hazard identification, with insufficient exploration of the dose-response relationships between green spaces and temperature reduction. Quantitative studies on green space design and spatial optimization are scarce, and guidance on effective configurations remains limited. Additionally, the health impacts of heatwaves vary by region, with a noticeable imbalance in research focus; Asia and Africa, in particular, are underrepresented in studies addressing heatwave effects. We conclude that effective mitigation strategies require: (1) a comprehensive environmental health risk assessment framework that integrates advanced methods like big data analysis and geospatial simulations to improve green space planning and design; (2) further theoretical exploration into the mechanisms by which green spaces regulate temperature and mental health, including detailed analysis of spatiotemporal patterns and the functional optimization of green space structures; and (3) the development of robust parameterized design guidance based on specific therapeutic dosages (green space stimulus) to optimize configurations and enhance the effectiveness of green spaces in mitigating adverse mental health impacts from deteriorating thermal environments. Future research should prioritize underrepresented regions, focusing on exposure levels, dose-response relationships, and high-temperature warning systems while fostering multidisciplinary collaboration to develop effective urban planning and climate adaptation strategies.","Huang, Huanchun","Lu, Zefeng","Fan, Xinmei","Zhai, Wei","Zhang, Linchun","Xu, Di","Liu, Zhifeng","Li, Yong","Ye, Xinyue","Qin, Haoming","Lanza, Kevin","Hang, Yun",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,SCIENCE OF THE TOTAL ENVIRONMENT,Urban heatwave,Green spaces,Mental health,Meteorological medicine,Urban planning,,,,,,,,,,OCT 20 2024,"Urban heatwave, green spaces, and mental health: A review based on environmental health risk assessment framework"
Row_392,"With the development of the digital economy, the takeaway industry is expanding rapidly. To realize the highquality development of the takeaway sector, it is necessary to understand the spatial differentiation characteristics of takeaway consumption in Chinese cities and its influencing factors. To this end, we quantitatively studied the spatial distribution of takeaway consumption in 56 cities. We used the number of takeaway orders (copies/person) and the per capita takeaway consumption amount (RMB/person) in major Chinese cities in 2019 to characterize takeaway consumption in China. We investigated the driving mechanisms and factors affecting takeaway consumption amounts per capita and order per capita in China. The results show that takeaway consumption amounts per capita and order per capita is higher in East China than in North and Central China. The tertiary industry population ratio is crucial to takeaway consumption amounts per capita and order per capita in major Chinese cities. Amounts and orders increase as the tertiary industry population ratio rises. Factors affecting takeaway consumption amounts per capita and order per capita in Chinese cities of different population sizes vary. The working-age population ratio heavily influences the takeaway consumption amounts per capita and orders per capita in megacities. Additionally, internet penetration and average annual temperature play a significant role in takeaway consumption amounts per capita and orders per capita in megalopolis. In big cities I, the road capacity per capita and GDP per capita are the main factors affecting takeaway consumption amounts per capita and orders per capita. The tertiary industry population ratio is the core factor that determines takeaway consumption amounts per capita and orders per capita in big cities II. The interaction between natural and socio-economic factors dramatically increases the impact of takeaway consumption amounts per capita and order per capita in Chinese cities. In conclusion, this study provides a macro-level insight into the spatial characteristics and development factors of takeaway consumption in major Chinese cities. This knowledge is crucial for promoting the takeaway economy's sustainable development and realizing the takeaway industry's green transformation.","Zhang, Yin","Cui, Shenghui","Zhong, Yiqiang","Huang, Wei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,JOURNAL OF CLEANER PRODUCTION,Takeaway,Urban,Spatial heterogeneity,Multiple linear regression,Influencing factors,Geodetector,,,,,,,,,AUG 1 2024,Spatial patterns and influencing factors of takeaway consumption in 56 cities in China
Row_393,"Natural hazards could have devastating consequences globally, making hazard assessment and spatial prediction crucial for enhancing the resilience of urbanized regions. However, current disaster prediction and assessment research often neglect the compound effects between multiple geohazards highly in urbanized regions. To address the concern, we employed comparative methodology, evaluating four machine learning algorithms-Extreme Gradient Boosting (XGBoost), Random Forest (RF), Back Propagation Neural Network (BP), and Long Short-Term Memory (LSTM)-in the creation of Geohazard Susceptibility Maps (GSM) for the highly urbanized Guangdong-Hong Kong-Macao Greater Bay Area (GBA). Additionally, the study investigated the triggering mechanisms and the compound interaction between multiple geohazards using the conditional vine copula model. The results showed that the XGBoost model outperformed other models (AUC = 0.89) for predicting multiple geohazards. Geohazards were predominantly concentrated in urban areas in the GBA, with surface subsidence being the most severe, followed by collapse and landslide. The primary triggers for multigeohazards include distance to roads, slope length, and lithology, with slope length and lithology identified as the primary causative factors in urban areas. Urbanization within the GBA increased the probability of multigeohazards by 10%, compared to their univariate counterparts. Urban regions exhibited increased risks of landslides, surface subsidence, and collapse by approximately 31%, 44%, and 32%, respectively compared to non-urban regions. Additionally, compound geohazards in the GBA were primarily triggered by heavy rainfall, resulting in the formation of landslide-collapse and collapse-landslide geohazard chains. The probability of compound geohazards is approximately 5% lower than that of univariate geohazards. This is because compound geohazards necessitate a higher cumulative rainfall, and the rainfall threshold was approximately 2-3 times higher than that of univariate geohazards. In the cascading hazard pattern, the occurrence of primary geohazards during local heavy rain increased the probability of secondary geohazards by approximately 10%. The study provides essential insights for mitigating compound geohazards in urbanized areas.","He, Kunlong","Chen, Xiaohong","Yu, Xuan","Dong, Chunyu","Zhao, Dongmei",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,JOURNAL OF CLEANER PRODUCTION,Geohazard susceptibility map,XGBoost,Vine coupla,Compound geohazard,Urbanization,,,,,,,,,,APR 10 2024,Evaluation and prediction of compound geohazards in highly urbanized regions across China's Greater Bay Area
Row_394,"Amidst rapid industrialization and urbanization, urban and rural human settlements have witnessed marked transformations, each exhibiting distinct developmental trajectories and challenges. Utilizing the ""ProductionLiving-Ecological"" spatial theory within territorial planning, this study devises a comprehensive evaluation system for human settlement quality. It delineates the evolution of human settlement quality across 47 counties (districts) in Jilin Province from 1999 to 2020, elucidates the interplay among the three aforementioned dimensions, and identifies the prevailing modes of human settlement transformation. Key findings include: (1) Jilin Province has seen significant enhancements in human settlement quality. Notable shifts in this quality occurred in 2006 and 2015. The synergy and reciprocal influences among the production, living, and ecological dimensions have intensified, with coordination continually advancing. (2) Human settlement quality varies with higher levels in the east and south and lower levels in the west and north in Jilin Province, indicating a spatial clustering pattern. Living and ecological conditions are generally better in the east compared to the west, with noticeable economic-environmental mutual constraints in the west. (3) Given a certain socio-economic development threshold, the trajectory of human settlement quality sketches an overarching ""S""-shaped growth pattern. This can be categorized into the first phase of fluctuation, followed by the second phase of significant growth and the third phase of slowing growth. This research furnishes foundational insights for fostering green, low-carbon human settlements and promotes the exploration of harmonious interactions between humans and nature, particularly within the ambit of carbon peak and neutrality objectives.","Qin, Yujia","Wang, Lingzhi","Yu, Ming","Meng, Xiaowan","Fan, Yeting","Huang, Ziqiang","Luo, Ergu","Pijanowski, Bryan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,HABITAT INTERNATIONAL,Human settlement quality,Production -living -ecological spaces,Spatial -temporal evolution,Transformation mode,Jilin province,,,,,,,,,,MAR 2024,"The spatio-temporal evolution and transformation mode of human settlement quality from the perspective of ""production-living-ecological"" spaces--a case study of Jilin Province"
Row_401,"The global urbanization process requires solving the issues of rural and poverty, and research on the coupling patterns and correlational effects of rurality and regional poverty governance change can provide references for promoting regional urban -rural integration and rural revitalization. Based on the analysis of the conceptual relationship and interaction mechanism between rurality and poverty, this paper revealed the spatio-temporal pattern evolution characteristics and correlational effects of the rurality index (RI) and poverty governance level (PGL) in 91 counties of the rocky desertification area of Yunnan -Guangxi -Guizhou (RDAYGG) in China from 2005 to 2020 by using the multi -index comprehensive evaluation, Person correlation coefficient, and fixed effects model. The results showed that (1) there are similarities and differences between rurality and poverty. The logic of rurality affecting poverty governance is that the dynamic trade-offs between the share of positive and negative rurality in a region will come to alter the local capacity for urban -rural coordinated development, and the ideal process is manifested in the weakening of negative rurality and the enhancement of positive rurality. (2) From 2005 to 2020, the RI of counties within the RDAYGG showed a pattern of continuous weakening, while the PGL showed a trend of gradual increase in the whole region, and both were holistically characterized by reverse dynamic change. (3) The regional PGL is closely related to the change of rurality. When other influencing factors remain unchanged, for every 10% reduction in the RI, the PGL will increase by about 0.4%. Future research needs to focus on crucial propositions such as the mixed turn of rurality in the new era, the construction of poverty theory in the latest stage, and the spatial -temporal coupling of rural development and poverty governance.","Feng, Dedong","Jiang, Yanfeng","Long, Hualou","Huang, Yingqian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,HABITAT INTERNATIONAL,Rurality,Poverty governance,Urban-rural relationship,Rural revitalization,Regional development,,,,,,,,,,APR 2024,"Spatio-temporal patterns and correlation effects of regional rurality and poverty governance change: A case study of the rocky desertification area of Yunnan-Guangxi-Guizhou, China"
Row_420,"Mariculture growth constitutes a big challenge for sustainable development due to its role in food security and environmental protection. However, research on sea use and sea cover dynamics for marine ecosystems is largely missing. Here we take one of the biggest Chinese mariculture centers to generate projections of mariculture expansion using a coupled cellular automata and agent-based model. Specifically, we analyze the future dynamics under scenarios with different leading groups and development goals, and identify the main spatiotemporal patterns of expansion. Our results indicate that animal and seaweed mariculture would expand annually by 15.9-66.5 % and 0.1-2.6 %, respectively. Inertial-development and household-dominated scenarios favor animal production, whereas restricted-development and government-dominated scenarios promote seaweed farming. Our findings also show that animal and seaweed mariculture clusters follow distinctive densification, enlargement, and spread patterns. Our work demonstrates the potential of coupled systems approaches to understand human-ocean interactions and support sustainable marine planning and management.","Shen, Weiwei","Del Valle, Tomas Marin","Wu, Jing","Chen, Yang","Wei, Jingxian","He, Guojin","Yang, Wu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,RESOURCES CONSERVATION AND RECYCLING,Coastal ecosystem,Coupled human and natural systems,Land use and land cover change,Marine spatial planning,Marine ranching,Sustainable development goals,,,,,,,,,MAY 2024,Scenario analyses of mariculture expansion in Southeastern China using a coupled cellular automata and agent-based model
Row_425,"As urbanisation increases, wildlife is more likely to be exposed to humans. Although human disturbance is the main cause of biodiversity loss, some wildlife thrives in anthropogenic environments. Such species show increased behavioural tolerance to humans, which plays an important role in human-wildlife coexistence. However, whether wildlife modulates tolerance differently between regions and cities is inadequately understood. Understanding how animals behaviourally modulate their tolerance to humans at the larger geographical scale can provide useful information to predict behavioural adaptations to urbanisation and adequate management actions for conservation. We examined alert distance (AD), flight initiation distance (FID), and vertical escape distance (VED) in Eurasian red squirrels (Sciurus vulgaris) in four countries (Finland, Germany, Japan, and the UK). Linear mixed models with Tukey's multicomparisons showed that all tolerance measures varied between countries. We subsequently analysed the relationship between site-scale environmental variables (vegetation conditions, presence of artificial feeding, and human population density) and tolerance behaviours separately by country. We found that squirrels were more tolerant in sites with taller trees and more underbrush cover in the UK, and more tolerant in sites with artificial feeding in Japan, while environmental variables were not associated with squirrels' tolerance in Finland and Germany. Our results indicated that regional forms of environmental factors and human-squirrel interactions play a key role in tolerance modification at the larger spatial scale. Our study suggests the importance of considering regional-dependent relationships between tolerance behaviours and environmental characteristics for urban wildlife conservation and management.","Uchida, Kenta","Hamill, Kathryn","Wist, Bianca","Cripps, Rachel","Kaisanlahti-Jokimaki, Marja-Liisa","Kampmann, Marc-Andre","Lindtner, Maira-Lee","Jokimaki, Jukka",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,LANDSCAPE AND URBAN PLANNING,Antipredator behaviour,Habituation,Flight initiation distance,Mammal,Urbanisation,,,,,,,,,,JAN 2025,Regional-dependent tolerance to humans: A multi-country comparison of horizontal and vertical escape distance in arboreal squirrels
Row_428,"This article examines the potential of repurposing abandoned indoor retail spaces into artificial landscapes as terrariums. By transforming these neglected areas, which would otherwise contribute to the proliferation of brownfields, into large virtual terrariums, a novel and unexplored utilization of extinct vegetation is made possible. This article investigates the educational and experiential benefits of such artificial landscapes, highlighting their role in enhancing understanding of regional impacts of change in the Anthropocene. Additionally, it explores the potential for environmental optimization and interaction within these terrariums, considering temperature calibration, climate conditioning, and the integration of Geographic Information Systems (GIS). The GIS dimension is particularly emphasized, as it enables spatial analysis and landscape preservation, regional decision support systems, and further contributes to exploring this concept. This study further aims to provide insights into the impact and reception of artificial terrariums while considering their potential for future expansion and innovation. By delving into the intersection of indoor exploration, education, and environmental optimization, the contribution explores the broader understanding of the possibilities presented by artificial landscapes as terrariums in times of profound regional change.","Vaz, Eric",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,HABITAT INTERNATIONAL,,,,,,,,,,,,,,,FEB 2024,"Artificial terrariums as urban habitats innovative solutions for environmental, economic, and social development"
Row_438,"The supply-demand balance of ecosystem services (ES) plays an important role in mitigating regional ecological risks and optimizing landscape patterns. However, traditional landscape ecological risk (LER) assessments consider the potential loss of ES supply while ignoring the supply-demand coupling relationship, and fails to reveal the actual situation of ecological risk. To fill this gap, taking the Southwest China (SWC) as an example, this study proposed an improved LER assessment method that focuses on ES supply-demand balance, and analyzed the spatio-temporal characteristics of LER and its driving factors in the SWC from 2000 to 2020 by using hotspot analysis, geo-detectors and geographical temporally weighted regression models. The results show that (1) the comparison results with the traditional LER evaluation method demonstrated the improved method's superior rationality and reliability. The overall LER of the SWC over the past 20 years displayed a fluctuating trend, with a spatial clustering pattern of high in the northeast and low in the southwest. (2) Human activities explained the relatively high spatial heterogeneity in high-risk areas, while in low-risk areas it was mainly the interaction of natural factors and landscape structural. Meanwhile, obvious temporal non-stationary was identified in the evolution of the key factors. The positive effects of land use intensity and landscape fragmentation gradually weakened, while the negative effects of Shannon diversity index gradually increased. The results can provide theoretical support and policy recommendations for ecosystem conservation and high-quality urban development in the SWC.","Li, Weijie","Kang, Jinwen","Wang, Yong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,JOURNAL OF CLEANER PRODUCTION,Landscape ecological risk,Landscape loss,Ecosystem services supply-demand balance,Driving forces,Southwest China,,,,,,,,,,OCT 10 2024,Integrating ecosystem services supply-demand balance into landscape ecological risk and its driving forces assessment in Southwest China
Row_445,"Land use regression (LUR) models are widely used in epidemiological and environmental studies to estimate humans' exposure to air pollution within urban areas. However, the early models, developed using linear regressions and data from fixed monitoring stations and passive sampling, were primarily designed to model traditional and criteria air pollutants and had limitations in capturing high-resolution spatiotemporal variations of air pollution. Over the past decade, there has been a notable development of multi-source observations from low-cost monitors, mobile monitoring, and satellites, in conjunction with the integration of advanced statistical methods and spatially and temporally dynamic predictors, which have facilitated significant expansion and advancement of LUR approaches. This paper reviews and synthesizes the recent advances in LUR approaches from the perspectives of the changes in air quality data acquisition, novel predictor variables, advances in modeldeveloping approaches, improvements in validation methods, model transferability, and modeling software as reported in 155 LUR studies published between 2011 and 2023. We demonstrate that these developments have enabled LUR models to be developed for larger study areas and encompass a wider range of criteria and unregulated air pollutants. LUR models in the conventional spatial structure have been complemented by more complex spatiotemporal structures. Compared with linear models, advanced statistical methods yield better predictions when handling data with complex relationships and interactions. Finally, this study explores new developments, identifies potential pathways for further breakthroughs in LUR methodologies, and proposes future research directions. In this context, LUR approaches have the potential to make a significant contribution to future efforts to model the patterns of long- and short-term exposure of urban populations to air pollution.","Ma, Xuying","Zou, Bin","Deng, Jun","Gao, Jay","Longley, Ian","Xiao, Shun","Guo, Bin","Wu, Yarui","Xu, Tingting","Xu, Xin","Yang, Xiaosha","Wang, Xiaoqi","Tan, Zelei","Wang, Yifan","Morawska, Lidia","Salmond, Jennifer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,ENVIRONMENT INTERNATIONAL,Air pollution,Land use regression,Multi -source observations,Spatiotemporal modeling,Linear regression,Advanced statistical methods,,,,,,,,,JAN 2024,A comprehensive review of the development of land use regression approaches for modeling spatiotemporal variations of ambient air pollution: A perspective from 2011 to 2023
