Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,author15,author16,author17,author18,citation,journal/conference/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,keyword23,keyword24,keyword25,publish time,title
Row_46,"Land use change occurs by altering natural landscape to manmade built environment. Rapid urban growth is the main factor for land use change at global level. Addis Ababa is one of the recent rapidly growing urban areas in Africa. Since 1983, the population has increased by nearly three times. However, the spatial expansion of the urban area has been much greater with urban sprawl, informal settlement, industry, condominium housing, and real estate development. The demand for urban land has been increasing at alarming rate both by city government, investors, and its residents. The city is primate and the population nine times the second largest city in the country. This study focused on quantifying and analyzing impact assessment of urban growth on land use change from 1986 to 2019. The study assessed the major change in extent and determinants of land use change through 33 years (1986-2019) and future growth scenario the next 30 years from 2019 to 2049. This study used Landsat image, base map of 1986, 1998, 2008, and 2019, to analyze built-up growth and land use change. Observation and interview have also taken to explore more on major urban growth and land use change driving factor from concerned bodies. The last, land use efficiency method was applied to measure land consumption rate and population growth rate. The result showed that in 1986, 1998, 2008, and 2019, built-up covered 21.83%, 42.31%, 59.42%, and 81.20% respectively. This shows that the agriculture and open space were rapidly changed to built-up by 32,486.67 hectares for housing, manufacturing, and infrastructure development. The result from concerned bodies has portrayed that the key determinants for urban land use change in the city were population growth at 4.2% per annum. Government led condominium housing, real estate development, and industrial development expansion including informal settlement has been rapidly reducing agriculture and open space through time. Therefore, unconventional planning approach could be exercised based on community interest for affordable high-rise building. Moreover, disseminate or decentralize industries beyond capital city in regional capital to reduce migration rate and rapid change of urban land use by creating employment opportunity and urban-urban linkage in the reginal capital rather than the capital city.","Bikis, Addis",,,,,,,,,,,,,,,,,,5,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,Land use change,Urban growth,Impact assessment,Addis Ababa,Population,Built-up,ADDIS-ABABA,PATTERNS,URBANIZATION,MANAGEMENT,SIMULATION,DYNAMICS,MODEL,,,,,,,,,,,,,MAY 2023,Quantifying and analyzing the impact assessment on land use change of urban growth using a timeline
Row_47,"Soil moisture plays an important role in numerical weather forecasting and climate projection studies. Surface runoff is significant not only in soil moisture monitoring but also in flood forecasting. However, the current Noah land surface model with multi-parameterization options (Noah-MP) is nearly vertical and one-dimensional, and it does not consider surface water ponding and overland flow. To address this, lateral terrestrial water flow schemes has been developed for Noah-MP on both natural and urban land surfaces to improve the simulation of soil moisture. These schemes have enabled the conversion of Noah-MP to a three-dimensional land surface model (Noah-MP-3D). Water balance schemes for natural and urban surfaces have also been developed and coupled with Noah-MP-3D to improve water inundation simulation. The performance of Noah-MP and Noah-MP-3D has been compared and validated at two soil moisture observation sites. The results indicate that after using the terrestrial lateral flow schemes has significantly improved the simulations for 10 cm and 40 cm volumetric soil moisture.","Meng, Chunlei","Jin, Haidong","Zhang, Wenlong",,,,,,,,,,,,,,,,3,JOURNAL OF HYDROLOGY,Lateral terrestrial water flow,Soil moisture,Noah-MP,Water balance schemes,SOIL-MOISTURE,IMPACT,,,,,,,,,,,,,,,,,,,,MAY 2023,Lateral terrestrial water flow schemes for the Noah-MP land surface model on both natural and urban land surfaces
Row_48,"Day by day, an abundant number of earth observation spaceborne and airborne sensors from many nations provide an immense volume of remotely sensed data. As humans have infiltrated the age of high-resolution earth surveillance, the remote sensing data are subjected to an explosive rise. Data proliferation also gives upsurge to the ascending complexity of remote sensing data, like the variety and higher bulk characteristic of the data. In the nick of time, we are witnessing the coming technological hurdle. In this paper, we propose an operative tridimensional electromagnetic simulation model exploited to incorporate remote sensing big data for the purpose of mapping the urban areas.","Nguyen, M.N.T.",,,,,,,,,,,,,,,,,,0,2023 3rd International Conference on Range Technology (ICORT),,,,,,,,,,,,,,,,,,,,,,,,,,2023,An Effective EM Simulation Model To Synthesize Remote Sensing Big Data For Urban Land Use Mapping
Row_49,"Rapid global urban expansion necessitates accurate simulations to comprehend future growth patterns and their implications. Cellular automata, such as the widely used patch-generating land use simulation (PLUS) model, ensure reliable accuracy in urban growth simulations. However, previous studies have overlooked the development heterogeneity amongst sub-regions by treating the study area as the homogenous. Based on the PLUS model, this study introduces a new model coupling regional development heterogeneity and noise reduction (RDHNR-PLUS), which is an enhanced model that incorporates relative development coefficients derived from nighttime light data to capture regional heterogeneity. It also employs noise reduction techniques inspired by image classification's small patch processing method. Results demonstrate that the relative development co-efficients effectively reveal the potential of different regions, while the noise reduction process mitigates simulation noise. The combined approach enhances overall accuracy, figure of merit, and structural similarity by 4.56 %, 20.44 %, and 5.06 %, respectively. Additionally, we simulate and analyse the built-up area of Zhengzhou from 2000 to 2030. The findings indicate rapid past growth, particularly in new urban areas, with projected future expansion likely to slow down. However, built-up areas dominated by medium to high and high densities will occupy three-quarters of the region. These results underscore the sustainability challenges faced by Zhengzhou, including disaster risk, traffic congestion, and air and noise pollution.","Chen, Xuanchi","Wang, Zongmin","Yang, Haibo","Ford, Alistair C.","Dawson, Richard J.",,,,,,,,,,,,,,3,SUSTAINABLE CITIES AND SOCIETY,Urban growth,PLUS model,Heterogeneity,Noise,Built-up area,SIMULATION,EXPANSION,DYNAMICS,INTEGRATION,IMPACTS,,,,,,,,,,,,,,,,DEC 2023,"Enhanced urban growth modelling: Incorporating regional development heterogeneity and noise reduction in a cellular automata model- a case study of Zhengzhou, China"
Row_50,"Changes in aerodynamic and thermal conditions caused by urbanization can impact regional meteorological conditions, subsequently affecting air quality. Updated Moderate-resolution Imaging Spectroradiometer (MODIS) land use data and coupled with the urban canopy models (UCMs) in the Weather Research and Forecasting (WRF) model. This enabled the impact of urban land expansion on meteorological conditions and ozone (O3) concentrations to be evaluated. Urban expansion increased the temperature at 2 m (T2) and the probability of precipitation in urban expansion areas, and enhanced the surface urban heat island at night. As the expansion areas became progressively larger, the increase in T2 became more pronounced. The proportions of urban surfaces in June 2016, 2018, and 2020 compared to 2001 increased by 0.69%, 0.83%, and 1.04%, respectively, while T2 increased by 0.12, 0.19, and 0.20 degrees C in urban areas, respectively. With urban expansion, the O3 concentration increased by 1.12, 1.37, and 0.76 mu g/m3 (three-year averages) in urban, suburban, and rural areas, respectively. After coupling a multi-layer urban canopy model (building effect parameterization, BEP), or a multi-layer urban canopy model with a building energy model including anthropogenic heat due to air conditioning (BEP + BEM, abbreviated as BEM simulation), the O3 concentration changed significantly in the urban expansion area, compared to the results of a single-layer urban canopy model (UCM). O3 concentrations decreased most in the BEP simulation (-0.77 mu g/m3), while O3 concentrations increased most in the BEM simulation (+1.85 mu g/m3). The average observed O3 concentration was 108.35 mu g/m3 (three-year average), while the simulated value was 75.65-83.72 mu g/m3 (R = 0.69-0.77). The validation results in the BEM and Global Optimal Scenario (GOS) simulations were relatively good, with the GOS simulation producing slightly better results than the BEM. The simulation of O3 in urban agglomerations could be improved by integrating the results of the UCMs.","Tian, Jiaqi","Wang, Ju","Wang, Dali","Fang, Chunsheng",,,,,,,,,,,,,,,1,ENVIRONMENTAL POLLUTION,Urban canopy model,Central plains urban agglomeration,Urban expansion,WRF-CAMx,YANGTZE-RIVER DELTA,PARTICULATE MATTER,SOLAR-RADIATION,AIR-QUALITY,MODEL,IMPACTS,TEMPERATURE,EMISSIONS,COVER,,,,,,,,,,,,,SEP 1 2024,"Influence of urbanization on meteorological conditions and ozone pollution in the Central Plains Urban Agglomeration, China"
Row_51,"The aim of this study was to investigate the use of artificial neural networks (ANNs) as a simulation tool to predict thermal changes in urban areas. Istanbul Airport, which is a recently constructed mega project in Istanbul, was selected as the study area. In the study, the texture transfer method which allows creating synthetic images is used as a new image processing technique. This method allows land-use changes to be represented by texture pixels transfers that represent similar land-use types before the construction phase of a project. According to the results, while the surface temperature predictions for the warmed and cooled points were obtained with 79% and 54% accuracy respectively for one-to-one overlapping, 97% accuracy rates were reached within 300 m. This study revealed that the effect on the urban climate from surface changes that might occur in cities can be predicted by employing an ANN algorithm.","Arabaci, Derya","Simsek, Cagdas Kuscu",,,,,,,,,,,,,,,,,2,THEORETICAL AND APPLIED CLIMATOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,APR 2023,Prediction of climatic changes caused by land use changes in urban area using artificial neural networks
Row_52,"Geospatial cellular automata (Geo-CA) models have encountered challenges in computing efficiency and scalability when conducting large-scale land use change simulation applications. Parallel computing has proven to be effective to address these challenges. However, parallelization strategies for existing parallel Geo-CA models are always optimized for specific models and lack applicability to others. Besides, most parallel Geo-CA models focus on parallelizing land use change simulations, ignoring land use transition rule mining. Moreover, there is a lack of effective parallel strategies for demand-constrained land use change simulation on distributed heterogeneous architectures. This study proposes a parallel framework on hybrid parallel computing architectures applicable for raster-based Geo-CA models to enhance their computing efficiency and scalability while maintaining simulation accuracy. The framework provides parallelization strategies for both the land use transition rule mining for multiple land use types and the demand-constrained land use change simulation on distributed heterogeneous architectures. The framework was employed to parallelize two contemporary Geo-CA models, i.e., PLUS and MCCA. Experiments showed that the parallelized models achieved significant improvements in computing efficiency and scalability, confirming the effectiveness of the proposed framework for large-scale land use change simulation studies.","Gao, Huan","Liang, Zhewei","Guan, Qingfeng","Liang, Xun","Zeng, Wen",,,,,,,,,,,,,,1,INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,land use change,parallel computing,hybrid computing architectures,cellular automata,LAND-USE CHANGES,URBAN-GROWTH,LARGE-SCALE,SIMULATION,DYNAMICS,SCENARIOS,PERFORMANCE,COVER,CHINA,,,,,,,,,,,,,JUL 2 2024,A parallel framework on hybrid architectures for raster-based geospatial cellular automata models
Row_53,"Landslides pose a noteworthy threat in urban settlements globally, especially in areas experiencing extreme climate and rapid engineering. However, researches focusing on the long-term uninterrupted land use and land cover change (LULCC) impacted on landslide susceptibility mapping (LSM) in rapid urban expansion areas remains limited, let alone different temporal scenarios adjacency thresholds. This work aims to refine the temporal LSM considering spatiotemporal land use and land cover (LULC) and to provide decision makers with governing factors in landslides control during urbanization in mountainous areas. Herein, annual LULC data and landslide inventory spanning from 1992 to 2022 were utilized to map dynamic landslide susceptibility in Wanzhou District of the Three Gorges Reservoir Area, China. Initially, the landslide-related factors were filtered as input features of random forest (RF) model before diagnosis via multicollinearity test and Pearson Correlation Coefficient (PCC). The advanced patch-generating land use simulation (PLUS) model was then invited to fuel temporal susceptibility prediction powered by LULCC projections. Finally, the performance of various scenarios was evaluated using Receiver Characteristic Curve (ROC) curves and Shapley Additive exPlanation (SHAP) technique, with discussions on LULCC temporal adjacency thresholds and mutual feedback mechanism between territorial exploitation and landslide occurrences. The results indicate that the precision of LSM is positively correlated with the time horizon, acted by incorporating the latest LULC and LULCC achieving an area under the curve (AUC) of 0.920. The transition of land from forest to cropland and impervious areas should be avoided to minimize the increase in landslide susceptibility. Moreover, a one-year adjacency threshold of LULCC is recommended for optimal model accuracy in future LSM. This dynamic LSM framework can serve as a reference for decision makers in future landslide susceptibility mitigation and land resources utilization in rapid urban expansion areas worldwide.","Zhao, Fancheng","Miao, Fasheng","Wu, Yiping","Gong, Shunqi","Zheng, Guyue","Yang, Jing","Zhan, Weiwei",,,,,,,,,,,,0,SCIENCE OF THE TOTAL ENVIRONMENT,Landslide,Susceptibility,Land use and land cover change,Random forest,PLUS model,PREDICTION,RESERVOIR,MODELS,,,,,,,,,,,,,,,,,,NOV 1 2024,Landslide dynamic susceptibility mapping in urban expansion area considering spatiotemporal land use and land cover change
Row_54,"Cultural landscapes provide abundant and diverse ecosystem services (ES) for human-wellbeing. However, many traditional cultural landscapes worldwide are currently undergoing rapid urbanization. In decision-making concerning sustainable urbanization, tradeoffs frequently occur between different objectives (i.e., between multiple ES) and between different pathways or urbanization strategies (e.g., following modern zoning principles or traditional landscape structures). This study aims to examine the dynamics and interactions between multiple ES under different strategies for the urbanization of cultural landscapes. A case study was conducted in Nansha, China. Three scenarios-business-as-usual, zoning plan-based, and traditional landscape structure-based-were developed to reflect the most common urbanization strategies, each parameterized with identical land-use quantities. Land-use change from 2020 to 2035 under different scenarios was simulated using the PLUS model (integrated Random Forest and Cellular Automata models). The traditional landscape structure-based scenario used the settlement pattern before urbanization to predict the chances of future urban areas' occurrence. Eleven ES indicators were used to examine ES dynamics and interactions in the simulation outcomes. The results showed that the amount of ES provided by the landscape declined and significant tradeoffs occurred between cultural and non-cultural ES. The business-as-usual scenario resulted in the greatest decrease in ES. The zoning plan -based scenario did not offer a significant improvement over the business-as-usual scenario. The traditional landscape structure-based scenario was the most effective in limiting ES decline, which also mitigated the tradeoff between urban development and flood regulation and fostered synergy between urban efficiency and ecotourism opportunity. Based on these findings, we recommend that traditional landscape structures should be emphasized in the development of cultural landscapes.","Liu, Jingyi","Fang, Yan","Yan, Qianqian","Chen, Chongxian",,,,,,,,,,,,,,,7,JOURNAL OF ENVIRONMENTAL MANAGEMENT,Ecosystem services,Tradeoff,Traditional landscape structure,Land-use modeling,Cellular Automata,Machine learning,LAND-USE CHANGE,RURAL LANDSCAPE,TRADE-OFFS,MULTIFUNCTIONALITY,CONSERVATION,SIMULATION,MANAGEMENT,SCENARIOS,SYNERGIES,FRAMEWORK,,,,,,,,,,APR 1 2023,Modern zoning plans versus traditional landscape structures: Ecosystem service dynamics and interactions in rapidly urbanizing cultural landscapes
Row_55,"This study took Nanchang as a research object and established an urban carbon metabolism process model based on carbon flow and an urban carbon metabolism analogy model based on Kleiber ' s law. The ecological relationship between land types and their changes caused by carbon flow in the process of land use change was studied by applying the ecological network analysis (ENA), and whether the relationship between urban carbon metabolism and the scale of construction land was consistent with the biometabolic law by using the panel data model. The results showed that the net carbon flow in Nanchang continued to show negative values from 2000 to 2020, and the mean value of the mutualism index ( M) was less than 1, both factors indicating a negative impact of land use change. Exploitation and control relationships were the most major ecological relationships, dominated by urban land. The ss values of the carbon metabolism models for rural settlements and other construction land were less than 1, implying an analogous relationship between carbon metabolism and biometabolism for both. The study provides a scientific foundation for national and local governments to formulate carbon emission reduction policies and plan low-carbon land use patterns.","Gu, Moli","Ye, Changsheng",,,,,,,,,,,,,,,,,1,URBAN ECOSYSTEMS,Urban carbon metabolism,Land use,Carbon flow,Ecological network analysis,Panel analysis,Nanchang,SUSTAINABLE DEVELOPMENT,ENERGY-DISTRIBUTION,SPATIAL-PATTERNS,ECONOMIC-GROWTH,CO2 EMISSION,PANEL-DATA,CITIES,MODEL,FOOTPRINTS,SCENARIOS,,,,,,,,,,AUG 2024,"Analysis of urban carbon metabolism from the land use perspective: a case study of Nanchang, China"
Row_56,"Land use and cover change (LUCC) can often threaten urban ecological space and cause enormous impacts on the ecosystem, and sustainable ecological security patterns (ESPs) should receive more attention in urban landscape planning to adapt to future environmental changes. Thus, this research explored a multi-scenario framework of ESP by coupling the Future Land Use Simulation (FLUS) and Minimum Cumulative Resistance (MCR) models for long-term sustainable ecological security in the Pearl River Delta (PRD), China. The results show that areas of ecological sources in 2030 under the natural development scenario (NDS), economic development scenario (EDS), food security scenario (FSS), and ecological priority scenario (EPS) will account for 11.58%, 3.71%, 10.55%, and 16.50% of the total area, respectively. 45 ecological corridors under NDS, EDS, FSS, and EPS will be 8573.07 km, 7970.54 km, 9197.15 km, and 7769.24 km, respectively. The future corridors, that will be annularly in the periphery of economic development zones, can better balance economic development and ecological protection. Under the EPS scenario, the constructed ESP will have the best network structure and can effectively protect ecological land and reduce damage. This work provides a valuable reference for ecosystem conservation and land resource management under the rapid urbanization process.","Li, Long","Huang, Xianjin","Wu, Dafang","Yang, Hong",,,,,,,,,,,,,,,52,APPLIED GEOGRAPHY,Ecological security pattern,Land use simulation,Scenario analysis,Landscape sustainability,Pearl River Delta,China,ECOSYSTEM SERVICES,COASTAL JIANGSU,COVER CHANGE,MODEL,CORRIDORS,CONSERVATION,CONNECTIVITY,SIMULATION,OPTIMIZATION,RESTORATION,,,,,,,,,,MAY 2023,"Construction of ecological security pattern adapting to future land use change in Pearl River Delta, China"
Row_57,"Assessment of development plans particularly in terms of land use and land cover can strategically support conventional land use planning practices. This paper attempts to assess the land cover related proposals mentioned in the development plans of two small urban areas, namely Madaripur and Rajoir of Bangladesh, which are rapidly growing and facing shrinkage of agricultural lands and water bodies by such growth. Land cover data for the study have been extracted from Landsat satellite images of 1995, 2005 and 2015. The classified satellite data have been employed in a Multi-Layer Perceptron Markov model to predict the land cover scenario of the study areas for 2035, the terminal year for the development plans. The proposed development plan and the modelpredicted land cover maps of 2035 are both quantitatively and spatially compared. The study also determines the degree of conformance and identifies the affected sites within respective protected areas. The analysis reveals significant mismatches between the development plans and the model predictions for the unconstrained simulation of the model, whereas fewer differences are observed in the case of guided simulation. The results imply that lack of implementation of the development plans may result in undesired land cover transformations. It recommends employing remote sensing and GIS-based models to support the land-use plan-making process in the development authorities.","Tanvir, Mohammad Ridwan","Haque, Afsana",,,,,,,,,,,,,,,,,0,APPLIED SPATIAL ANALYSIS AND POLICY,Development planning,Urban growth modelling,Assessment,Remote sensing,CELLULAR-AUTOMATA,NEURAL-NETWORKS,LAND,IMPLEMENTATION,,,,,,,,,,,,,,,,,,DEC 2023,Assessment of Development Plans for Small Urban Areas of Bangladesh: Remote Sensing and GIS-based Approach
Row_58,"Agricultural land is a complex seminatural and semiartificial ecosystem that is affected by both human activities and natural factors. Clarifying land use and ecological health conflicts in agricultural areas is important for maintaining ecosystem services. Thus, taking the Henan section of the Yellow River (HSYR) as the study area, this study constructed an ecosystem service index (ESI) assessment model to explore the impact of land use change on ecosystem services from 1980 to 2020. Then, the future land use simulation (FLUS) model was used to simulate the effects of different development patterns on ecosystem services heterogeneity in 2035. The results showed that, from 1980 to 2000, the ESI increased from 0.520 to 0.649, but then decreased to 0.509 by the end of 2020 in the HSYR. In any simulation scenarios, urban land expansion continued to encroach on cropland, resulting in the loss of ecosystem services. Especially in the natural development scenario (ND), the ESI may be reduced by up to 2.55%. The results also emphasized that ecosystem services can be protected in the cropland protection scenario (EC). The results of this study enrich the understanding of the impact of human activities on ecological services in agricultural areas and provide new insights into grasping regional food security and ecological stability.","Jiang, Long","Wang, Zongzhi","Zuo, Qiting","Du, Huihua",,,,,,,,,,,,,,,34,JOURNAL OF CLEANER PRODUCTION,Ecosystem services,Land use change,Scenario simulation,FLUS model,Agricultural production areas,URBANIZATION,MODEL,FLUS,CITY,,,,,,,,,,,,,,,,,APR 15 2023,Simulating the impact of land use change on ecosystem services in agricultural production areas with multiple scenarios considering ecosystem service richness
Row_59,"Understanding the intricate changes in land use and land cover (LULC) transformations, as well as accurately quantifying the ecosystem services value (ESV), holds paramount importance in achieving sustainable development goals. However, previous studies have notably neglected conducting empirical evaluations across various LULC prediction models under identical conditions within the same geographical region. Additionally, the majority of relevant studies primarily concentrate on local scales. In this study, we used CA-Markov, Future Land Use Simulation (FLUS) and Patch-generating Land Use Simulation (PLUS) models to simulate the dynamics of LULC, respectively. Subsequently, we successfully projected the future LULC patterns and corresponding ESV within the Harbin-Changchun Urban Agglomeration (HCUA), China. During the period spanning from 2000 to 2020, a persistent reduction of 2067 km2 in farmland was witnessed within the HCUA, while an accompanying expansion of 4081 km2 in built-up land occurred concurrently. The ESV in HCUA experienced a fluctuating trend. There was an initial decline of 7.443 x 109 yuan during the first decade, which was subsequently followed by an increase of 4.615 x 109 yuan during the latter decade. PLUS, FLUS, and CA-Markov models can all simulate the LULC of HCUA, but in decreasing order of accuracy and ease of use, with OA values of 0.8987, 0.8944 and 0.8651, and Kappa values of 0.8217, 0.8150 and 0.7860, respectively. The PLUS model was chosen to predict the future LULC. Then four development scenarios were set. Our optimization results indicate that it is advisable to restrict the area of built-up land within 17000 km2 in 2030. Moreover, under the economic and ecological balance (EEB) scenario, both ESV and economic benefits are projected to increase compared to the business as usual (BAU) scenario. This study offers valuable insights and serves as a significant reference for future research endeavors focused on optimizing land use.","Luan, Chaoxu","Liu, Renzhi","Li, Yang","Zhang, Qiyang",,,,,,,,,,,,,,,0,JOURNAL OF CLEANER PRODUCTION,Ecosystem services value,LULC simulation,CA-Markov model,FLUS model,PLUS model,Harbin-Changchun urban Agglomeration,CELLULAR-AUTOMATON,GROWTH SIMULATION,DYNAMICS,IMPACTS,,,,,,,,,,,,,,,,NOV 1 2024,"Comparison of various models for multi-scenario simulation of land use/ land cover to predict ecosystem service value: A case study of Harbin-Changchun Urban Agglomeration, China"
Row_60,"In Japan, shrinking densely built-up cities face the dual issue of lacking open spaces and increasing underutilized lands, such as vacant lots, lots with vacant houses, and parking lots. These unused land patches can be temporarily repurposed as open spaces for evacuation and recreation. However, identifying such clump is methodologically challenging. To address this issue, lot geometry is utilized. The study thus aims to investigate the frequency and size of contiguous underutilized lands, called the contiguity of underutilized lands, at a specific time point and under their temporary uses. A densely built-up area in Kobe city, Japan, was selected for the empirical case study. A comparison with simulation results shows that the observed static contiguity of underutilized lands tends to be more substantial than a uniformly random distribution. It shows a certain feasibility of a temporary use policy conducted in the case site. Specifically, when considering the temporary uses of underutilized lands, the maximum area of contiguous temporary open spaces is 583 m2, meeting the area requirement for a redevelopment project in Kobe. Utilizing parking lots can further extend the maximum area up to 945 m2. Nevertheless, policy makers need to promote the joint development of privately owned lots facing a wide roadway, as these are unlikely to become temporary open spaces. This study contributes not only to providing new methods for land use change simulation using lot geometry to analyse the contiguity of underutilized lands under their temporariness but also to demonstrating the feasibility and limitations of a temporary use policy.","Sayuda, Kanta","Usui, Hiroyuki","Asami, Yasushi","Hino, Kimihiro",,,,,,,,,,,,,,,0,ENVIRONMENT AND PLANNING B-URBAN ANALYTICS AND CITY SCIENCE,Urban shrinkage,vacant,lot,join analysis,temporary use,land use change,SHRINKING CITIES,SPATIAL AUTOCORRELATION,POLICY RESPONSES,URBAN,CITY,VACANCY,SPACE,DEMOLITION,VEHICLES,,,,,,,,,,,JUL 2024,Contiguity of underutilized lands: Dynamic simulation taking their temporary uses into account
Row_61,"This study investigates the spatial variability of some remote sensing indices representing built-up areas, vege-tation, bareness, and urban heat island (UHI), based on time-series Landsat TM/ETM+ and OLI/TIRS datasets archived for 1980-2020 period from the US Geological Survey's website for Kumasi Metropolitan Area in Ghana. Modules for Land Use Change Evaluation (MOLUSCE) and Cellular Automata Artificial Neural Network (CA-ANN) algorithms and simulations in QGIS were used to predict future changes (2020-2050) for land-use systems in Kumasi. Findings revealed urbanization/built-up areas (+108.02%) contributed massively to the decline of forest areas (-93.34%) and farmlands/shrubs (-31.53%), thereby making Kumasi lose its once critical green position as the ""Garden City of West Africa."" UHI moderately and strongly correlated positively against built-up (R-2=0.78, p < 0.0001) and bareness (R-2=0.96, p < 0.0001) indices, respectively. By contrast, UHI showed a statistically significant inverse relationship with the vegetative index (R-2=0.97, p < 0.0001). Future land-use scenarios revealed more forests, waterbodies, and farmlands/shrubs will be lost, influencing urban temperature and water supply. The multipurpose advantages of urban green space are ingrained in the grand urban model. Contextually, the Metropolis's resilience has been hampered by inconsistency in the performance of institutional roles, competition for land ownership rights over green areas, and little investments or prioritization of green spaces. An integrated collaborative governance framework is proposed to unify actions, address power crisis and factors that influence governance of green infrastructure, UHI and land cover change.","Sarfo, Isaac","Bi, Shuoben","Xu, Xiuhua","Yeboah, Emmanuel","Kwang, Clement","Batame, Michael","Addai, Foster Kofi","Adamu, Umar Wakil","Appea, Emmanuella Aboagye","Djan, Michael Atuahene","Otchwemah, Henry Bortey","Kudoh, Vanessa Elikem","Vuguziga, Floribert","Samuel, Olumide","Koku, John Ernest",,,,10,LAND USE POLICY,Garden city,Grand urban model,Land use,Urban heat island,Urbanization,ISLAND,LAND,SPACES,,,,,,,,,,,,,,,,,,OCT 2023,Planning for cooler cities in Ghana: Contribution of green infrastructure to urban heat mitigation in Kumasi Metropolis
Row_62,"Heatwaves are annually increasing in terms of intensity and frequency. In urban areas, the impact could be further exacerbated by the Urban Heat Island (UHI) effect. This work carries out an urban microclimate numerical analysis to evaluate the behavior of the UHI in the city of Turin (Italy) during a heatwave event. Turin is located in the North-West region of Italy, boarded by the Alps mountain ranges in the west and hills in the East. The study utilizes the WRF/MLUCM model and considers the heatwave period in June 2019. The high-resolution urban land use/land cover data is generated from local climate zone (LCZ) generator tool provided by the World Urban Database and Access Portal Tools (WUDAPT) portal. The simulation is validated with the data provided by ARPA (Regional Environmental Protection Agency) meteorological stations located over the region. The lower root mean squared error of air temperature and higher index of the agreement show that the simulation is in good agreement with the observational data. The simulation results are then used to analyze the rural-urban temperature distributions over the diurnal cycle and local wind circulations. According to the simulated results, the city of Turin has higher near-surface UHI intensity during the night and early morning (with maximum intensity greater than 5 C), whereas the intensity is diminishing during the mid-day hours. The simulated wind patterns show a significant reduction in wind intensity over the urban areas. This reveals the potential of creating wind ventilation inside the city to minimize UHI effect and enhance air quality. Ultimately, this research contributes valuable insights into addressing the challenges posed by heatwaves and urban heat islands in Turin and offers a foundation for the development of sustainable urban climate strategies.","Pauly, Lippin","Canonico, Massimo","Ferrero, Enrico",,,,,,,,,,,,,,,,2,URBAN CLIMATE,Urban heat island (UHI),Heatwaves,WRF/MLUCM,Urban microclimate,Local climate zone (LCZ),LAND-USE,PARAMETERIZATION,MITIGATION,MODELS,CITY,,,,,,,,,,,,,,,,MAR 2024,Numerical investigation of thermal patterns and local wind circulations to characterize Urban Heat Island during a heatwave in Turin
Row_63,"Human activities and natural disasters degrade urban ecosystems and cause ecological fragmentation at regional scale. It is therefore necessary to create or rehabilitate useful linkages between ecological spaces. Although ecosystem resilience is receiving increasing attention, most studies focus on the spatiotemporal changes of alternative indicators of ecosystem resilience, without considering the changes in the structure and function of internal ecological nodes. Therefore, this study presents a novel research framework that uses cascade failure model based on the ecological network (EN) to evaluate the resilience of typical urban areas. The framework combines ""importance-vulnerability"" scored ecological sources identification with minimum cumulative resistance simulation to quantitatively characterize the urban region as an EN and assesses the resilience of the urban EN using a capacity-load cascade failure model. The framework was tested in the Xi'an metropolitan region in China resulted in the regional EN with 191 nodes and 571 edges. It was found that the EN of the Xi'an metropolitan region was relatively stable. The network will completely break down only when the node failure rate exceeds 85 %. The framework we propose offers a novel and powerful approach for policymakers to plan for the conservation and development of ecological infrastructure and land uses in urban region context.","Dang, Hui","Bai, Jizhou","Lu, Yihe","Li, Jing",,,,,,,,,,,,,,,2,SUSTAINABLE CITIES AND SOCIETY,Network simulation,Cascade failure,Ecological network,Ecological resilience,Urban planning,Ecosystem management,ECOSYSTEM SERVICES,VULNERABILITY,FRAMEWORK,GROWTH,,,,,,,,,,,,,,,,NOV 1 2024,The cascade failure model under ecological network is effective for quantifying the resilience of urban regions
