Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,author14,author15,author16,author17,author18,author19,author20,author21,author22,author23,author24,author25,author26,author27,author28,author29,author30,author31,author32,author33,author34,author35,author36,author37,author38,author39,author40,author41,citation,conference,journal/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,publish time,title
Row_37,"Understanding the urban relative poverty and its associated factors is crucial for effective urban management and improving the well-being of urban residents. In this paper, we constructed three indexes (poverty rate, poverty intensity and poverty depth) using urban subsistence allowance and population data. Then, we obtained the spatial patterns of the relative poverty indexes of Wuhan. At last, Partial Least Squares Structural Equation Model (PLS-SEM) is employed to explore the interaction between urban relative poverty and multidimensional factors. Our findings revealed (1) there are different distributions and spatial patterns for poverty rate, intensity, and depth in the central area of Wuhan. (2) Communities with higher poverty rates are located in high-density residential area with poor natural environment and settlement environment but good transportation environment and living convenience. (3) Poverty intensity was not strongly correlated with any of the factors while most communities with high poverty depth were near urban centers and negatively correlated with location and living convenience. These findings can inform planners and policymakers in urban planning and poverty reduction management.","Chao, Yi","Gao, Lina","Liu, Yongqi","Yang, Nai","Lyu, Xinxin","Zhang, Yuxi","Guan, Qingfeng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,CITIES,Urban relative poverty,PLS-SEM,Spatial pattern,,,,,,,,,,,,,,OCT 2024,Multi-perspective perception of urban relative poverty and its associated factors analysis: A case study of Wuhan City
Row_39,"While existing social and political research has qualitatively discussed the stigmatization of urban villages (UVs), there's a lack of quantitative support. This study innovatively attempts to provide quantitative evidence, employing a spatial perspective for the destigmatization of UVs. We integrated population trajectory, GDP data, employment and residential points of interest, and developed a spatial gravity model to derive the spatial attractiveness index. Concurrently, we selected environmental, spatial structure, and housing economic indicators to construct a regression analysis. Our findings revealed that urban villagers exhibit a preference for shorter daily commutes, underscoring the positive role of UVs in promoting job-housing balance and providing diverse services. The high-frequency mobility of villagers accelerates the categorization of UVs and enhances intra-area circulation. We further discussed the interaction between UV renewal and its destigmatization. To counter spatial stigmatization, enhancing the spatial quality and infrastructure of UVs, as well as promoting diversified land use can reduce the public's stereotypical impressions. Moreover, prioritizing affordable housing and equitable distribution of facilities, along with fostering synergies between urban capital and UVs, can facilitate the destigmatization process. Stigmatization in informal settlements is a widespread issue. Our quantitative approaches, as well as targeted renovation and policy recommendations, can serve as a blueprint for addressing similar challenges in informal settlements globally.","Rui, Jin","Xu, Yuhan","Li, Xiang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,HABITAT INTERNATIONAL,Destigmatization,Urban villages,Mobility patterns,Job-housing patterns,Spatial attractiveness,,,,,,,,,,,,AUG 2024,Destigmatizing urban villages by examining their attractiveness: Quantification evidence from Shenzhen
Row_50,"This paper examines the evolving rural-urban landscape in China's rapid urbanization, contextualized within post-1978 social transitions. Using a socio-spatial analytics approach and mechanism theory, we compare rural- urban land use dynamics (RULD) in Kunshan and Nanhai, located in the Yangtze River Delta and Pearl River Delta regions respectively. The study analyzes factors driving RULD changes through actors' practices, attributing differences to globalization timing, land rights consciousness, and resulting path dependencies. These elements have shaped political-commercial alliances and land development norms, leading to inconsistent RULD over time. Two key arguments emerge: First, contemporary RULD divergence stems from socioeconomic transitions, distinct from environmental constraints in agrarian societies. Second, this divergence reflects cross-scale state- market-society interactions at the macro level, while resulting from multi-scale actor negotiations at the micro level. This research contributes to understanding complex urbanization processes in transitional economies, offering insights into socio-spatial dynamics of rural-urban transformations.","Jia, Kaiyang","Huang, Xianjin","Qiao, Weifeng","Zhong, Sujuan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,CITIES,Rural-urban land competition,Comparative practice research,Social transition,Path dependency,,,,,,,,,,,,,NOV 2024,Unpacking divergent rural-urban land use dynamics in county urbanization: A comparative socio-spatial analytics approach
Row_53,"Traditional urban simulation models often fail to adequately integrate crucial spatial population dynamics with land use, significantly limiting their effectiveness in supporting comprehensive urban spatial optimization. This study addresses this critical gap by developing an innovative model that couple's population-land simulation with macro and micro data for more sustainable urban land planning. Our method employs pre-simulated urban land data and leverages existing population data, while utilizing Agent-Based Modeling (ABM) sub-modules to accurately simulate crucial urban land development decision-making processes, including job location selection, commuting preferences, and choices of residential locations. These sub-modules are adept at reflecting natural limitations and capturing the socio-economic interactions of both working and non-working residents in urban settings. At the macro-scale, the Geographic Micro-process Model (GMP) assesses spatial variations in urban population and land. To optimize population distribution, our model incorporates controls that leverage social networking effects and urban capacity constraints at the micro-scale. Furthermore, by exploring the coupling relationship between urban population and land using the GMP model, our study has predicted population distribution under various land expansion scenarios (Compact, Sprawl and Stable). The application of this model in Wuhan, China, shows good convergence with the Curve Discrepancy Index (CDI), achieving a Pixel-level Precision Value (PPV) of 0.7466 and Elastic Tolerance Index (ETI) values of 0.9109, 0.9061, and 0.8846, with corresponding tolerance coefficients of 0.2, 0.1, and 0.01, demonstrating the overall robustness and reliability of our model. This research introduces a robust methodology for accurately coupling population and land modeling, positioning it as an indispensable reference for decision-making for sustainable human habitation environments. In the future, this research can be further applied in diverse urban development scenarios, providing a scientific basis for achieving sustainable urban development goals.","Guo, Yunqi","Jiao, Limin","Sun, Yujie","Zhang, Haoran","Liu, Zejin","Xu, Gang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION,Coupled population-land simulation,ABM,Spatial equilibrium theory,Wuhan,,,,,,,,,,,,,AUG 2024,A novel urban population-land coupling simulation model: Integrating spatial equilibrium and macro-micro strategies
Row_57,"Vector cellular automata (VCA) models, which excel at representing spatiotemporal dynamics of irregularly shaped land parcels, have been widely employed in land use change simulations. However, current research faces the following issues: (1) most VCA models neglect the spatial heterogeneity of driving factors within each land parcel when evaluating the environmental driving effects; (2) when calculating the neighborhood effects, simple statistics of land use types in neighboring parcels are often used, overlooking the influence of driving factors within neighboring parcels; (3) the ability to explore the interactions between land parcels is often limited. To address the aforementioned issues, this study proposes a HashGAT-VCA model for investigating urban land use changes. The model utilizes a Hash function to encode the non-uniform distribution of each driving factor within each irregularly shaped land parcel into a fixed-length vector, and constructs a graph structure between land parcels based on their spatial topological relationships. By employing a Graph Attention Network (GAT), the model explores the mechanisms of environmental driving effects and inter-parcel interactions to calculate the probability of land use change for each parcel. The proposed HashGAT-VCA model was applied to simulate urban land use changes in Shenzhen, China, from 2009 to 2012. Compared to other VCA models, the HashGAT-VCA demonstrated higher simulation accuracy. The results indicated that HashGAT-VCA can effectively capture the impacts of the heterogeneously distributed driving factors and the interactions between land parcels on land use changes. Additionally, this study simulated land use patterns for the years 2025 and 2030 under ecological control strategies, providing decision support for urban planning.","Guan, Qingfeng","Li, Jianfeng","Zhai, Yaqian","Liang, Xun","Yao, Yao",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,LANDSCAPE AND URBAN PLANNING,Vector Cellular Automata,Graph Attention Network,Hash function,Land use change simulation,Spatial interaction,,,,,,,,,,,,OCT 2024,HashGAT-VCA: A vector cellular automata model with hash function and graph attention network for urban land-use change simulation
Row_59,"Urban rail transit (URT) systems play an evident role in shaping city spatial structures; however, the principles and mechanisms behind this influence are not fully understood. This paper reviews research progress on the coupling relationship between URT and urban space, focusing on big data analysis methods and the timeliness and sequence of coupling effects. It highlights the importance of the temporal dimension in coupling analysis. By thoroughly exploiting data value and extracting key elements, big data technology imparts temporal attributes to these elements, exploring their interaction and influence mechanisms over different time sequences. The paper also discusses the potential application of big data to urban planning to support sustainable urban development. Finally, the paper outlines future research directions, including the deepened application of big data to urban spatial analysis and the role of new data sources in understanding and shaping the coupling relationship between URT and urban space. This analysis offers new perspectives and methodologies for urban development and transportation planning.","Liu, Zishuo","Xia, Haishan","Zhang, Tong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,INTERNATIONAL JOURNAL OF DIGITAL EARTH,Urban rail transit,urban space,coupling relationship,functional elements,data approach,,,,,,,,,,,,DEC 31 2024,A review of research methods on the coupling relationship between urban rail transit and urban space: revealing spatiotemporal relationships through big data
Row_60,"Urban vegetation in China has changed substantially in recent decades due to rapid urbanization and dramatic climate change. Nevertheless, the spatial differentiation of greenness among major cities of China and its evolution process and drivers are still poorly understood. This study examined the spatial patterns of vegetation greenness across 289 cities in China in 2000, 2005, 2010, 2015, and 2018 by using spatial autocorrelation analysis on the Normalized Difference Vegetation Index (NDVI); then, the influencing factors were analyzed by using the optimal parameters -based geographical detector (OPGD) model and 18 natural and anthropogenic indicators. The findings demonstrated a noticeable rise in the overall greenness of the selected cities during 2000-2018. The cities in northwest China and east China exhibited the rapidest and slowest greening, respectively, among the six sub -regions. A significant positive spatial correlation was detected between the greenness of the 289 cities in different periods, but the correlation strength weakened over time. The hot and very hot spots in southern and eastern China gradually shifted to the southwest. While the spatial pattern of urban greenness in China is primarily influenced by wind speed (WS) and precipitation (PRE), the interaction between PRE and gross domestic product (GDP) has the highest explanatory power. The explanatory power of most natural factors decreased and, conversely, the influence of anthropogenic factors generally increased. These findings emphasize the variations in the influence strength of multiple factors on urban greenness pattern, which should be taken into account to understand and adapt to the changing urban ecosystem.","Jin, Yansong","Wang, Fei","Zong, Quanli","Jin, Kai","Liu, Chunxia","Qin, Peng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,GEOGRAPHY AND SUSTAINABILITY,Vegetation greenness,Spatial heterogeneity,Influencing factors,Geographical detector,Urban areas,,,,,,,,,,,,SEP 2024,Spatial patterns and driving forces of urban vegetation greenness in China: A case study comprising 289 cities
Row_70,"Air pollution is a matter of great significance that confronts the sustainable progress of urban areas. Against India's swift urbanization, several urban areas exhibit the coexistence of escalating populace and expansion in developed regions alongside extensive spatial heterogeneity. The interaction mechanism between the growth of urban areas and the expansion of cities holds immense importance for the remediation of air pollution. Henceforth, the present investigation utilizes geographically weighted regression (GWR) to examine the influence of urban expansion and population growth on air quality. The examination will use a decade of data on the variation in PM2.5 levels from 2010 to 2020 in eight Indian metropolitan cities. The study's findings demonstrate a spatial heterogeneity between urban growth dynamics and air pollution levels. Urban growth and the expansion of cities demonstrate notable positive impacts on air quality, although the growth of infilling within expanding urban areas can significantly affect air quality. Given the unique trajectories of urban development in developing countries, this research provides many suggestions for urban administrators to foster sustainable urban growth.","Sharma, Gajender Kumar","Ghuge, Vidya V.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,SCIENCE OF THE TOTAL ENVIRONMENT,Urban growth dynamics,Expansion of cities,Geographic weighted regression (GWR),Air quality,Sustainable development,,,,,,,,,,,,JUN 20 2024,How urban growth dynamics impact the air quality? A case of eight Indian metropolitan cities
Row_72,"An overload of labile organic matter triggers the water blackening and odorization in urban rivers, leading to a unique microbiome driving biogeochemical cycles in these anoxic habitats. Among the key players in these environments, cable bacteria interfere directly with C/N/S/O cycling, and are closely associated with phylogenetically diverse microorganisms in anoxic sediment as an electron conduit to mediate long-distance electron transport from deep -anoxic -layer sulfide to oxic-layer oxygen. Despite their hypothesized importance in blackodorous urban rivers, the spatial distribution patterns and roles of cable bacteria in large-scale polluted urban rivers remain inadequately understood. This study examined the diversity and spatial distribution pattern of cable bacteria in sediment samples from 186 black -odorous urban rivers across China. Results revealed the coexistence of two well -characterized cable bacteria (i.e., Candidatus Electrothrix and Candidatus Electronema), with Candidatus Electrothrix exhibiting a comparatively wider distribution in the polluted urban rivers. Concentrations of DOC, SS, sulfate, nitrate, and heavy metals (e.g., Ni and Cr) were correlated with the cable bacteria diversity, indicating their essential role in biogeochemical cycles. The activation energy of cable bacteria was 0.624 eV, close to the canonical 0.65 eV. Furthermore, cable bacteria were identified as key connectors and module hubs, closely associated with denitrifiers, sulfate -reducing bacteria, methanogens and alkane degraders, highlighting their role as keystone functional lineages in the contaminated urban rivers. Our study provided the first large-scale and comprehensive insight into the cable bacteria diversity, spatial distribution, and their essential function as keystone species in organic -matter -polluted urban rivers.","Wu, Bo","Liu, Feifei","Liang, Zhiwei","Wang, Chen","Wang, Shanquan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,SCIENCE OF THE TOTAL ENVIRONMENT,Cable bacteria,Biogeography,Urban river,Organic matter pollution,Interspecific interaction,,,,,,,,,,,,OCT 10 2024,Spatial distribution of cable bacteria in nationwide organic-matter-polluted urban rivers in China
Row_73,"Urban modelers have long interpreted urban growth as a coupled evolution of two processes, namely spontaneous and self-organized processes. However, most scholars have always paid attention to the exploration of the driving mechanisms of the spontaneous process. While for the self-organized process, most simulations based on cellular automata (CA) simply abstract it as the clustering process between land use types, ignoring the important role of human behaviors in urban growth. This study presents a framework that integrates a size-adaptive strategy with the multi-agent system (MAS) to establish a neighborhood with stakeholders' interactions (NSI). We employed the CA with NSI (Nsi-CA) to simulate the urban growth of Wuhan from 2000 to 2020 and analyzed its performance. The findings indicate that Nsi-CA performs better than the commonly used CA models at both local and global scales, with an increase in global Figure of Merit (FoM) of about 11.5 %. Moreover, the effectiveness of parameters controlling stakeholders' interactions in the NSI was revealed through a sensitivity analysis. By setting different scenarios with these parameters, the future urban land patterns of Wuhan in 2035 were predicted and used to provide planning suggestions for its future development.","Zhang, Bin","Li, Xuecao","Wang, Haijun","He, Sanwei","Zeng, Haoran","Cao, Xiaoxu","Song, Youcheng","Tung, Chih-Lin","Hu, Shougeng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,CITIES,Urban growth,Self -organization,Cellular automata,Multi -agent system,Neighborhood,,,,,,,,,,,,JUN 2024,Modeling self-organized urban growth by incorporating stakeholders' interactions into the neighborhood of cellular automata
Row_76,"This paper is concerned with the role of informality in the spatial and institutional development of post-colonial cities. The study uses a historical institutionalist approach to trace the historical evolution of Morocco's Fes and Oujda as two former French colonies. It analyzes the historical urban growth of both cities through archival research, policy analysis, and complements its findings with semi-structured interviews. This study explores the different interactions between formal policies and the informal spatial and institutional urban practices, and discusses the processes of incremental institutional change that informal institutions introduce and sustain without disrupting the status-quo. This paper argues that in post-colonial contexts, informality prevails over formality as a stronger feedback mechanism to path dependence. Finally, the paper makes the case for the importance of mapping informal practices within and in relation to formal planning institutional structures for more comprehensive understandings of the role and the impact of spatial planning as a practice.","Rahmouni, Noussayba","Saizen, Izuru",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,CITIES,Historical institutionalism,Institutional informality,Morocco,Postcolonialism,Urban development,,,,,,,,,,,,JUN 2024,Implication of institutional informality in the historical urban evolution of Morocco: Case studies of Fes and Oujda
Row_78,"The interaction between water and green spaces holds significant importance as an urban carbon sink, but there has been insufficient attention to how the specific morphology of waterfront landscapes affects their capacity for carbon sink. This study focuses on typical riverfront spaces in Shanghai, employing an improved Carnegie-AmesStanford-Approach (CASA) model fused with remote sensing spatiotemporal images to simulate vegetation fixed carbon within urban riverfront green spaces. Furthermore, an interpretable machine learning method was utilized to unveil the mechanism driving spatial heterogeneity in carbon sink efficiency. The results reveal the carbon sink efficiency of urban riverfront green spaces exhibits noticeable spatial heterogeneity, varying according to the location, type, scale, and river elements; The internal green component factors, including vegetation coverage and tree green ratio, along with surrounding environmental factor water surface ratio, are key factors influencing the carbon sinks efficiency; Hydrological elements within specific thresholds, namely, water surface ratio ranges between 0.245 and 0.281, can effectively enhance the carbon sink capacity of green spaces. And the maximum influencing value of distance from the water body is about 1800 m. The study contributes to developing a more scientific layout for climate-adaptive urban riverfront green spaces on the mesoscale.","Li, Xianghua","Jiang, Yunfang","Liu, Yangqi","Sun, Yingchao","Li, Chunjing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,CITIES,Waterfront green space,Carbon sink capacity,Interpretable machine learning,Spatial pattern,Impact factors,,,,,,,,,,,,MAY 2024,The impact of landscape spatial morphology on green carbon sink in the urban riverfront area
Row_86,"Building age is crucial for inferring building energy consumption and understanding the interactions between human behavior and urban infrastructure. Limited by the challenges of surveys, some machine learning methods have been utilized to predict and fill in missing building age data using building footprint. However, the existing methods lack explicit modeling of spatial effects and semantic relationships between buildings. To alleviate these challenges, we propose a novel multi-view graph neural network called Building Age Prediction Network (BAPN). The features of spatial autocorrelation, spatial heterogeneity and semantic similarity were extracted and integrated using multiple graph convolutional networks. Inspired by the spatial regime model, a heterogeneityaware graph convolutional network (HGCN) based on spatial grouping is designed to capture the spatial heterogeneity. Systematic experiments on three large-scale building footprint datasets demonstrate that BAPN outperforms existing machine learning and graph learning models, achieving high accuracy ranging from 61% to 80%. Moreover, missing building age data within the Fifth Ring Road of Beijing was filled, validating the feasibility of BAPN. This research offers new insights for filling the intra-city building age gaps and understanding multiple spatial effects essential for sustainable urban planning.","Wang, Yi","Zhang, Yizhi","Dong, Quanhua","Guo, Hao","Tao, Yingchun","Zhang, Fan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING,Building age prediction,Multi-view graph neural network,Spatial effects modeling,Spatial heterogeneity modeling,,,,,,,,,,,,,DEC 2024,A multi-view graph neural network for building age prediction
Row_88,"Major metropolitan areas were faced with a disruptive pandemic considered at times to be capable of altering the role of economies of agglomeration and spatial interaction as fundamental economic drivers. Within this context, this paper seeks to analyse the performance and resilience factors of distinctive economic activities during the pandemic and to build a typology from the point of view of employment and its spatial evolution according to workplaces -both at intra-urban and regional levels- in the largest metropolitan region in southern Europe (Madrid). This study provides insights for the implementation of regional policies and urban planning in the postpandemic scenario.","Sanchez-Moral, Simon","Solis, Eloy","Mendez, Ricardo","Mohino, Inmaculada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,CITIES,Employment,Sectoral typology,Metropolitan regions,Pandemic,,,,,,,,,,,,,NOV 2024,The evolution of employment and workplaces in metropolitan regions during the pandemic: The case of Madrid
Row_92,"There are complex interactions among urban spatial elements in rainstorm scenarios. Road interruptions may cause isolation between partially submerged buildings and emergency service facilities, thereby affecting the recovery capability of flooded buildings and the accessibility of emergency service facilities. This study constructed a compound spatial network of urban buildings-roads-emergency service facilities, and analyzed the complex dynamic impacts of time-varying dynamic floods on building risk, road risk, and emergency service accessibility. Firstly, a refined flood risk assessment at the building scale was carried out in combination with flood inundation, building vulnerability, population, vulnerable areas, underground buildings, and life facilities. Secondly, betweenness centrality indicator in complex networks was used to calculate road traffic capacity and collapse threshold, and the accessibility of emergency service facilities is calculated based on road traffic capacity. Finally, the interaction and feedback relationships between the compound spatial network were analyzed. The results show that: (1) Flooded building comprehensive risk analysis reveals that floods have a significant impact on residential and commercial land use, and high-risk flood areas are mainly concentrated in the central region of study area. (2) The road network has a collapse threshold, and the fluctuating state of emergency service accessibility is significantly influenced by road traffic capacity. (3) Roads act as ""bridges"" connecting buildings and emergency service facilities, leading to the redistribution of building flood comprehensive risk and emergency service accessibility, presenting complex dynamic changes over time. Additionally, submerged roads also affect the accessibility of emergency service facilities around flooded buildings, reducing the recovery capacity of flooded buildings, and exhibiting significant heterogeneity characteristics. Future research should consider the complex impacts of floods on urban elements in order to better manage dynamic flood risk.","Zang, Yawen","Huang, Jing","Wang, Huimin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,SCIENCE OF THE TOTAL ENVIRONMENT,Dynamic assessment,Compound spatial network,Building flood comprehensive risk,Road risk,Emergency service accessibility,Complex impacts,,,,,,,,,,,MAY 20 2024,Dynamic impact assessment of urban floods on the compound spatial network of buildings-roads-emergency service facilities
Row_95,"A complex dynamic coupling process exists among water resource consumption, carbon emissions, and economic growth; however, their intricate collaborative mechanisms remain unclear. This study proposes a new barycenter formula-based multivariate spatial-temporal collaborative relationship model for identifying the complex relationships and interactions among the water footprint (WF), carbon footprint (CF), and gross domestic product (GDP) in the three largest urban agglomerations in the Yangtze River Economic Belt (YREB) of China. A nonlinear grey Bernoulli model is then advanced for illustrating the future evolution in WF-CF-GDP and their multivariate collaborative relationship. Results reveal that WF and CF of all urban agglomerations increase continuously, with annual growth rates of 0.59% and 5.63%, respectively. WF, CF, and GDP are significantly positively correlated, and they exhibit similar spatial clustering characteristics and centroid migration directions along the main course of the Yangtze River. Moreover, their multivariate temporal collaborative relationship (0.79) significantly surpasses their spatial (0.63), while the spatial-temporal (0.77) is intermediate. WF has the greatest impact on the binary spatial-temporal collaborative relationship between CF and GDP. In contrast, GDP has the least impact on the relationship between CF and WF. The projected WF, CF, and GDP indicate that the YREB will face more severe water and carbon pressures as its economy grows. Their multivariate spatial-temporal collaborative relationships are projected to decrease by 10.26% in 2050. These findings contribute to promoting collaborative and sustainable development of inter-regional socio-economic and ecological environment.","Yan, Pengdong","He, Li","Sun, Tong","Chen, Yizhong","Zhang, Yuanning","Li, Ziheng","He, Mengxi","Wang, Yuxuan","Qiu, Zimeng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,JOURNAL OF HYDROLOGY,Water footprint,Carbon footprint,Barycenter formula,Multivariate collaborative relationship,nonlinear grey Bernoulli projection,Urban agglomeration,,,,,,,,,,,NOV 2024,Water-carbon-economy multivariate spatial-temporal - temporal collaborative relationships and nonlinear projections in urban agglomerations
Row_99,"We consider a broad class of spatial models where there are many types of interactions across a large number of locations. We provide a new theorem that offers an iterative algorithm for calculating an equilibrium and sufficient and ""globally necessary"" conditions under which the equilibrium is unique. We show how this theorem enables the characterization of equilibrium properties for one important spatial system: an urban model with spillovers across a large number of different types of agents. An online appendix provides 12 additional examples of both spatial and nonspatial economic frameworks for which our theorem provides new equilibrium characterizations. ( JEL C21, R15, R23)","Allen, Treb","Arkolakis, Costas","Li, Xiangliang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,AMERICAN ECONOMIC REVIEW-INSIGHTS,,,,,,,,,,,,,,,,,DEC 2024,On the Equilibrium Properties of Spatial Models
Row_100,"Urban green spaces assume a pivotal role in city-level nature-based solutions for sustainable development. Parks, street greening, and community greens play a significant role in regulating the urban microenvironment, enhancing subjective well-being, and increasing regional attractiveness. Additionally, urban greenbelts have the capacity to control urban sprawl, thereby influencing housing prices and population distribution. However, the exisiting urban models have typically addressed greenbelts and other green spaces in isolation, resulting in fragmented planning strategies. This study aims to establish a novel spatial equilibrium model that accurately assesses the socio-economic effects resulting from the combined impact of various urban green spaces. This model encompasses green infrastructure components and carefully balances their appeal against the consequent rise in housing costs. The proposed model can elucidate the latent synergistic interactions among multiple urban green policies, which enables urban policymakers to access the multifaceted impacts of greening policy combinations. and suggests that combining different urban greening policies can mitigate the negative effects of a single policy type, such as population redistribution. A case study based on empirical data from Shanghai, China, has been employed to identify the additional value associated with diverse urban green spaces. The scenario analysis suggests that combining different urban greening policies can alleviate the negative impacts of urban population relocation. These findings furnish urban planners and policymakers with novel insights to develop the distribution strategy of urban green spaces via judicious policy integration. Consequently, the proposed model furnishes a novel academic standpoint on the role of urban green spaces within the context of nature-based solution for sustainable development of metropolitan conglomerates and nascent urban agglomerations amidst the evolving post-COVID-19 environment.","Li, Yi-Bin","Wang, Qian-Cheng","Chang, Ruidong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,JOURNAL OF CLEANER PRODUCTION,,,,,,,,,,,,,,,,,JUL 10 2024,Nature-based solutions for fast-growing city regions: A new spatial equilibrium model for complementary urban green space planning
Row_102,"With the rapid pace of urbanization, urban sprawl has become a prevalent phenomenon, particularly in the global South, leading to the emergence of peri-urban spaces where rural-urban interfaces occur. These peri-urban areas exhibit dynamic and continuous interactions among social, economic, and environmental systems, offering valuable insights for fostering resilient futures. However, this aspect remains largely unexplored in current research due to a lack of innovative methodological approaches that effectively capture the complementarities, potentialities, and contestations inherent in the dynamics of peri-urban areas. We contend that peri-urbanisation needs to be reconceptualized as an alternative socio-spatial framework that extends the predominantly Eurocentric discourse on counterurbanisation, making it more inclusive of the emerging urban-rural transformations in the global South. By doing so, we can better understand and address the complex dynamics and challenges associated with peri-urban areas and develop strategies to foster resilience in these contexts.","Rajendran, Lakshmi Priya","Raul, Leal","Chen, Mingze","Andrade, Juan Carlos Guerrero","Akhtar, Rakib","Mngumi, Lazaro Eliyah","Chander, Sheeba","Srinivas, Sudhan","Roy, Maria Rinya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,HABITAT INTERNATIONAL,,,,,,,,,,,,,,,,,APR 2024,The 'peri-urban turn': A systems thinking approach for a paradigm shift in reconceptualising urban-rural futures in the global South
Row_110,"While mounting studies highlight the detrimental consequences of insufficient state governance on urban sprawl, there remains a scarcity of literature addressing the issue of robust state -led urban sprawl within the context of inadequate market discipline. This study investigates the institutional factors driving urban sprawl in China through a case study of Wuhan, exploring the impact of influential governmental bodies on the spatiotemporal characteristics of urban sprawl as reflected in stringent policy implementations and top -down planning institutions. By employing spatial measurements, statistical analysis, and policy interpretation based on extensive fieldwork data, we observed a marked intensification of leapfrogging urban land expansion accompanied by the encroachment of agricultural land between 1996 and 2014 in Wuhan. These transformations are predominantly attributable to a two-tiered institutional mechanism comprised of central -local and intra-city institutional changes. Temporal shifts in spatial expansion have been heavily influenced by the interplay between central transitional development policies and corresponding local planning responses. The choice of specific locations for land sprawl is governed by the interaction of different government levels, each focusing on local development strategies and land institutional arrangements. These findings offer novel insights into the global discourse surrounding the state -market relations in addressing urban sprawl and achieving sustainable urbanization.","Zhu, Jiren","Tu, Yong","Zhu, Jieming",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,CITIES,Institution-driven urban sprawl,State-market relations,Transitional development policy,Intra-city institutional change,Local planning response,Wuhan,,,,,,,,,,,MAY 2024,Institution-driven urban sprawl in China: Evidence from Wuhan
Row_112,"The COVID-19 pandemic has significantly affected individuals' daily lives. The reduction in mobility, decreased social interactions, and heightened uncertainty, negatively affected the public's emotional well-being. As restrictions eased, many countries transitioned towards a new normal. Understanding the connection between public attitude and urban mobility during the recovery phase is crucial for the planning of resilience urban environment. This study investigates the changes in urban mobility and public attitudes by analyzing public transportation and social media data. Findings indicate a significant increase in mobility during the recovery compared to the semi-lockdown period, with better resilience to subsequent outbreaks. Commercial areas and major public transit interchanges exhibited stronger recovery in mobility after new (sub)variants waves. Train mobility demonstrated robust recovery. Relaxation in April 2022 played a crucial role in increased mobility and reduced negative feelings. This policy shift contributed to a surge in positive emotions, particularly in locations where individuals could engage in social and recreational activities. Moreover, the increased beyond- neighborhood mobility was related to decreased negative emotions during the easing of restrictions. Commuting behaviors exhibited long-term changes after 30 months from the initial outbreak, e.g., preference shifted to trains from buses and reduced visits to destinations for international travel.","Tian, Haoyu","Chin, Wei Chien Benny","Feng, Chen-Chieh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,CITIES,Human dynamics,Spatial big data,COVID-19 recovery,Urban mobility,Public attitude,Social interaction,,,,,,,,,,,DEC 2024,The recovery from the pandemic: A spatial-temporal analysis on the changes in mobility and public attitude in Singapore
